"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"CDC45"	"E2F7"	"KRT4"	"SIX2"	0.406348507800576	"NECTIN1"	"AP001972.5"	"ADGRF5"	"GABRA3"	"CDC45"	"FAM83D"	"DLX6"	"SCGB3A1"	"SYT14"	"FSTL5"	"PBOV1"	"SLC25A5P5"	"DLX6.AS1"	"RP1"	"HMGA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SERPINB5"
"FOLR1"	"NXPH4"	"KRT6A"	"HOXC13"	0.370654043626864	"FAM83B"	"AL049555.1"	"GAL"	"PGC"	"MUCL3"	"AC138305.1"	"STXBP5L"	"ATOH8"	"BMP2KL"	"AC008268.1"	"ALDH3B2"	"PTHLH"	"PNCK"	"MAP1LC3C"	"AC087286.4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC027288.1"
"CYP4B1"	"CDC45"	"MUCL3"	"HTR2C"	0.318382162608283	"TICRR"	"S1PR5"	"PPP2R2C"	"CNTNAP2"	"SFN"	"TNS4"	"CDC45"	"SBSN"	"GCNT3"	"PRAME"	"SCARNA7"	"KCNA3"	"CTSV"	"B4GALNT4"	"VTCN1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AQP4"
"KHDRBS2"	"GJB6"	"HTR2C"	"MUCL3"	0.298199508333333	"B4GALNT4"	"ADH1B"	"CPB2"	"SFN"	"PGC"	"COL17A1"	"SERPINB4"	"AC007496.3"	"PGC"	"AC079160.1"	"AC131182.1"	"TICRR"	"VTCN1"	"B4GALNT1"	"LINC02163"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCNMB2.AS1"
"GNGT1"	"KIAA0408"	"PGLYRP4"	"PGC"	0.286458333333333	"AL049555.1"	"NDNF"	"LRP2"	"HMGA2"	"SUSD2"	"CYCSP6"	"CYP4Z2P"	"AP001972.5"	"C12orf56"	"ANXA8"	"SPTSSB"	"MMP12"	"HMGA2"	"CYP4Z2P"	"MMP10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PLA2G1B"
"GNG4"	"HTR3A"	"AKR1B15"	"PGLYRP4"	0.273337687748723	"ABCA3"	"SCN7A"	"NKAIN1"	"DUSP9"	"GABRA3"	"AC107308.1"	"IGF2BP1"	"GJB2"	"ADGRF5"	"FAM83D"	"KRT16"	"AC138305.1"	"SFTPD"	"GGTLC1"	"TFF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC006206.2"
"GDNF"	"GNGT1"	"C8B"	"C8B"	0.26618711020692	"ATOH8"	"SELENBP1"	"TMPRSS11E"	"MUCL3"	"GNGT1"	"ROS1"	"CKMT1A"	"E2F7"	"TMEM158"	"SCARNA7"	"LRP2"	"AC084871.2"	"SCN7A"	"MAB21L2"	"PTHLH"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ZIC5"
"CTSV"	"PITX1"	"GABRA3"	"SFN"	0.227152725698481	"TFAP2A"	"KRT16"	"PTHLH"	"CTSV"	"LRP2"	"ALG1L"	"ALDH3B2"	"CNFN"	"FOXM1"	"HTR3A"	"PPP2R2C"	"AC096564.1"	"AC107308.1"	"TNS4"	"NXPH4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MAGEA6"
"SFTPA2"	"NTRK2"	"SFN"	"SUSD2"	0.223139030323565	"FOXM1"	"SFTPC"	"NOS1"	"GJB6"	"HTR2C"	"HOXC10"	"PLA2G1B"	"TFAP2A"	"PDK4"	"CYP4B1"	"ADGRF4"	"SUSD2"	"IVL"	"AC027288.1"	"B4GALNT4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"POU6F2"
"DUSP9"	"B4GALNT4"	"SUSD2"	"AKR1B15"	0.214285714285714	"ALG1L"	"AQP4"	"CDC45"	"CYP4B1"	"KRT4"	"AC009951.4"	"SHE"	"POU6F2"	"GNG4"	"COL17A1"	"MBL1P"	"SPTSSB"	"C12orf56"	"SFTPD"	"SFTA1P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SPRR1B"
"PGLYRP3"	"KRT6A"	"PGC"	"GABRA3"	0.212121212121212	"KRT6A"	"KIAA0408"	"PGC"	"FOLR1"	"PGLYRP4"	"KRT16"	"AC007496.3"	"TFF1"	"DLX6.AS1"	"C4BPA"	"SERPINB4"	"AC005540.1"	"AP005230.1"	"PTHLH"	"INA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ABCA3"
"SFTPA1"	"FOXM1"	"TNS4"	"AKR1B10"	0.212589723464163	"SUSD2"	"FAM83D"	"SUSD2"	"AKR1B10"	"SIX2"	"MAGEA3"	"BMP2KL"	"AC087286.4"	"AC090015.1"	"SFTPA1"	"LINC01980"	"COL4A3"	"GGTLC1"	"AL136320.1"	"FAM83D"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BBOX1.AS1"
"HOXB13"	"GPRC5A"	"MMP3"	"COL17A1"	0.2041	"AC027288.1"	"NXPH4"	"FAM83D"	"SYNE1"	"TNS4"	"VSIG2"	"TICRR"	"AKR1B10"	"HOXC6"	"SCGB3A1"	"DLX6.AS1"	"GPRC5A"	"DLX6"	"STARD13.AS"	"ZIC5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KREMEN2"
"AKR1B15"	"SPINK1"	"TFAP2A"	"MMP10"	0.185566328546555	"AC090015.1"	"KRT6A"	"RHOV"	"SIX2"	"AKR1B15"	"KIAA0408"	"NECTIN1"	"SELENBP1"	"SFTA1P"	"FOLR1"	"FRMD5"	"GNG4"	"HOXC10"	"POU5F2"	"CHODL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"S1PR5"
"IVL"	"GJB2"	"HTR3A"	"TNS4"	0.180620073188673	"HOXC13"	"ADGRF5"	"RP1"	"S1PR5"	"CYP4B1"	"HOXC13"	"AL117329.1"	"SPRR3"	"AC104964.3"	"NCCRP1"	"SPRR1B"	"TMPRSS11E"	"ZIC2"	"LHX2"	"ATP11A.AS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC116407.1"
"SFTPD"	"BBOX1.AS1"	"MMP10"	"TFAP2A"	0.175802043539059	"E2F7"	"GNGT1"	"CNFN"	"CPB2"	"COL17A1"	"SFTPA1"	"LY6K"	"CELF2.AS2"	"ADGRF4"	"AC022497.1"	"AC010997.6"	"MAGEA6"	"AC058791.1"	"PBOV1"	"CDC45"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ARHGEF2.AS1"
"CHRNB4"	"UCN2"	"COL17A1"	"CDC45"	0.164386682729876	"SERPINB5"	"PITX1"	"STEAP1B"	"SLC2A1"	"MMP10"	"ADGRF5.AS1"	"HOXC8"	"FOXM1"	"WNK2"	"AC131182.1"	"LYPD3"	"B4GALNT4"	"AP005131.4"	"SLC25A5P5"	"NKX1.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PGLYRP4"
"GJB6"	"ADH1B"	"AKR1B10"	"MMP3"	0.163058352230053	"SFTPA1"	"BBOX1.AS1"	"POU6F2"	"COL4A3"	"C8B"	"CELF2.AS2"	"KREMEN2"	"CYCSP6"	"ALDH3B2"	"TFF1"	"KHDRBS2"	"CYCSP6"	"MIR29B2CHG"	"CDC45"	"FSTL5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC008268.1"
