"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"MAPKAPK3"	"DDOST"	"PRPF6"	"RGS19"	0.508405277807311	"C11orf68"	"CCSER2"	"HMGN2"	"SOX2"	"RPA2"	"OLIG1"	"ARHGAP31"	"CCSER2"	"SRCIN1"	"TMEM255A"	"AP2B1"	"ARHGDIB"	"HIRIP3"	"TNK2"	"RGS19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MUL1"
"MUL1"	"DCTN1"	"MAPKAPK3"	"LAMTOR2"	0.435606060606061	"ATG13"	"GNAL"	"PPP1R8"	"NLGN2"	"APBB1"	"TUB"	"TSPYL4"	"KIF3C"	"HNRNPH2"	"RRAS"	"FHL3"	"SMARCB1"	"SCD"	"TMEM43"	"FOXRED2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MAP4"
"HADHA"	"CAPZA1"	"PSMB2"	"GNG5"	0.420833333333333	"ATCAY"	"LSM10"	"RPA2"	"SNAP91"	"NLGN2"	"RAB11FIP4"	"RXRB"	"CD99"	"CMTM3"	"CMTM6"	"TMEM151B"	"HNRNPH2"	"PMVK"	"MADD"	"HES6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CYFIP2"
"GNAO1"	"GNAL"	"APBB1"	"GNAO1"	0.392872907759377	"TAB1"	"EIF3I"	"RCC1"	"HEY1"	"MUL1"	"GNAZ"	"NMNAT2"	"CDIPT"	"LAPTM4A"	"CTIF"	"UNC5A"	"RPF1"	"KIF3C"	"KBTBD11"	"UBL7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GNAL"
"TMED10"	"HIRIP3"	"HEY1"	"SLC7A5"	0.377946428571429	"SNX7"	"FHL3"	"EIF3I"	"HADHA"	"TAB1"	"MACROD1"	"SZRD1"	"TSPO"	"SZRD1"	"ADCY5"	"MAN2B1"	"MAN2B1"	"MRPS16"	"CDIPT"	"BTBD17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KIF5C"
"VASP"	"CCSER2"	"GNAO1"	"DCTN1"	0.377420937596227	"ALDH5A1"	"NCAM2"	"AK2"	"KIF1A"	"GNAO1"	"CDK5R1"	"RCC1"	"ATP6V0A1"	"DNER"	"AAMP"	"FAM168A"	"TMBIM1"	"SMARCB1"	"FOXRED2"	"MACROD1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MAPT"
"KIF1A"	"YBX1"	"MUL1"	"APBB1"	0.366688044504146	"PTGES3P1"	"LAPTM4A"	"PHC2"	"TRIM8"	"SOX2"	"CRISPLD1"	"ATP6V0A1"	"ANGPTL2"	"APOE"	"FDFT1"	"ZBTB18"	"RNF146"	"HMGN2"	"SZRD1"	"TAF1C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TRIM8"
"TAB1"	"HADHA"	"TAB1"	"SOX2"	0.355392156862745	"KDELR1"	"KIF5C"	"ZMYM4"	"PRNP"	"HADHA"	"UBL7"	"WASF1"	"LINC01351"	"AP2B1"	"TAB1"	"UBTF"	"EHD2"	"DIP2C"	"TXNDC12"	"HMGN2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RNF187"
"ADCY5"	"PTTG1IP"	"VASP"	"MAPKAPK3"	0.333649173020825	"TRIM8"	"NFKBIL1"	"PSMB2"	"SLC7A5"	"LAMTOR2"	"BTBD17"	"SHC2"	"OMG"	"DNAJC12"	"LRP11"	"CMTM6"	"NRAS"	"LAPTM4A"	"ANTXR1"	"BRSK2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PSMC4"
"ATP9A"	"ALDH5A1"	"ADCY5"	"SELPLG"	0.300102106392454	"MOB1A"	"CASKIN2"	"ADPRHL2"	"ALDH5A1"	"PIK3R1"	"ATL3"	"SPOCK1"	"BEX4"	"RAB11FIP4"	"ZBTB18"	"RUVBL2"	"TMX1"	"SRCIN1"	"UBL7"	"SZRD1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"EBF4"
"ALDH5A1"	"DNAJC12"	"DCTN1"	"PRNP"	0.28816011171783	"SPATS2L"	"GNG5"	"LSM10"	"YBX1"	"ADCY5"	"UBQLN4"	"GDPD1"	"TRIM8"	"LEPROT"	"PPP2R2C"	"MFSD6"	"MARCKS"	"TMCC2"	"PPP1R9B"	"UNC5A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CADM4"
"NR1H2"	"RHOQ"	"GABRA3"	"MUL1"	0.237819608176084	"GNG5"	"ADPRHL2"	"MRPS15"	"PPP2R2C"	"KIF3A"	"RHOBTB2"	"JPH3"	"PCBP4"	"HADHA"	"MADD"	"SCAMP5"	"MAPKAPK3"	"DCAKD"	"YBX1"	"ATAT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SAMD8"
"LCAT"	"SOX2"	"SLC7A5"	"HADHA"	0.226746983271964	"NLGN2"	"PHACTR3"	"FHL3"	"MUL1"	"SLC7A5"	"TSPYL2"	"GRAMD1B"	"NRAS"	"SOX2"	"KIF1A"	"RAB11FIP4"	"TSPYL4"	"SUCLG2"	"TCEAL2"	"SCD"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RUNDC3A"
"YBX1"	"RER1"	"SELPLG"	"KIF3A"	0.207921099225154	"PHYHIPL"	"SNAP91"	"NDUFS5"	"RAB11FIP4"	"VASP"	"MARCKS"	"RTN3"	"ADPRHL2"	"YBX1"	"YBX1"	"SNAPC2"	"CDK5R1"	"SCN2B"	"SH3BGRL3"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GTF2F1"
"DAP"	"NCAM2"	"SOX2"	"TAB1"	0.100360025221739	"TCF25"	"REEP4"	"PPT1"	"TAB1"	"MAPKAPK3"	"CDC42BPB"	"LGI3"	"EFS"	"BRINP1"	"MARCKS"	"NMNAT2"	"UBQLN4"	"EBF4"	"TMED10"	"PDCD5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GPR173"
"PHYHIPL"	"RRS1"	"HADHA"	"TMED10"	0.0856	"HIRIP3"	"MUL1"	"YBX1"	"RGS19"	"KIF1A"	"ANGPTL2"	"RNF187"	"SF3A1"	"NAP1L3"	"CASKIN2"	"TSEN34"	"CMTM3"	"PTPN23"	"FERMT3"	"KIF1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADPRHL2"
"CDC42"	"TMCC2"	"TMED10"	"VASP"	0.0784444444444445	"SERBP1"	"CNPY4"	"AKR1A1"	"MARCKS"	"SNAP91"	"PLIN3"	"SERBP1"	"GDPD1"	"PSMC4"	"SNAPC2"	"SULF2"	"PDE2A"	"UBTF"	"GPR173"	"GNG5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ALDH5A1"
"RTN1"	"SLC39A1"	"PRNP"	"NCAM1"	0.0694975579801808	"TXN2"	"SZRD1"	"SPATA6"	"NRAS"	"SELPLG"	"GRIPAP1"	"MAN2B1"	"CRISPLD1"	"PRPF6"	"RAB11FIP4"	"RHOBTB2"	"APC2"	"SART1"	"GNG5"	"ZFP36L2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KLHDC3"
"GPX1"	"LRRC8A"	"NCAM1"	"KIF1A"	0.0685604444444445	"GPSM1"	"GRAMD1B"	"TXNDC12"	"SCN2B"	"ALDH5A1"	"PWP1"	"RNF146"	"AGTRAP"	"LRRTM3"	"BPGM"	"XAB2"	"MUL1"	"TSPO"	"CRISPLD1"	"STOX1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PSMB2"
"CRMP1"	"ADCY5"	"AKR1A1"	"AKR1A1"	0.0614	"GNAL"	"GAL3ST4"	"SCP2"	"GOLM1"	"AKR1A1"	"RRS1"	"RGS19"	"TMEM151B"	"NUCB1"	"PCBP4"	"CRMP1"	"VPS51"	"LAMB2"	"WASF1"	"SMARCB1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NLGN2"
