"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"HADHA"	"RHOQ"	"DCTN1"	"ATP1A3"	0.437666666666667	"ALDH5A1"	"CCSER2"	"PNRC2"	"HADHA"	"SOX2"	"KPNA6"	"RPF1"	"ACTN4"	"BCL2L2"	"PHYHIPL"	"BRSK2"	"DPYSL4"	"TMED10"	"UBA7"	"PDCD5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CADM2"
"ADCY5"	"CNPPD1"	"ATP1A3"	"PRNP"	0.402765767730057	"ABCD3"	"CASKIN2"	"HMGN2"	"KIF1A"	"VASP"	"RER1"	"CRISPLD1"	"RPF1"	"MAGEE1"	"EHD2"	"GNAO1"	"FOXRED2"	"MAPRE3"	"KLC2"	"OLFML3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TMEM59L"
"TMED10"	"ATAD1"	"GABRA3"	"ARHGDIG"	0.3890625	"STK40"	"DCTN1"	"RCC1"	"ALDH5A1"	"ADCY5"	"JPH3"	"INA"	"BLCAP"	"C11orf68"	"ARFGAP2"	"TMX1"	"HMGN2"	"RRS1"	"SLC44A2"	"LGI3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CNPPD1"
"CADM2"	"GOLM1"	"ARHGDIG"	"VASP"	0.379993895539838	"MRPL10"	"PRPF6"	"KPNA6"	"CADM2"	"KIF1A"	"SLC39A1"	"TOM1L2"	"PRPF6"	"ZFAND6"	"SOX2"	"FAM168B"	"CD99L2"	"CALN1"	"GPR173"	"ZFAND3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RTN1"
"KIF1A"	"CAPZA1"	"SOX2"	"HADHA"	0.348420180855144	"TOM1L2"	"HADHA"	"EIF3I"	"PRNP"	"SNAP91"	"TMEM147"	"GOLM1"	"FCGRT"	"SLC9A6"	"MARCKS"	"SPATA6"	"VAX2"	"ZFAND3"	"RPL36AL"	"CD99L2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MED29"
"CD99L2"	"DCTN1"	"HADHA"	"TMED10"	0.311111111111111	"INA"	"GLIS2"	"AK2"	"YBX1"	"ARHGDIG"	"CASKIN2"	"TPPP"	"TOB2"	"TMEM59L"	"TMED10"	"ABCD3"	"PPP1R9B"	"RCOR2"	"CDK5R1"	"PCGF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SPATS2L"
"CAPZB"	"SYDE1"	"CD99L2"	"ADCY5"	0.30404625	"PNRC2"	"RHOQ"	"STK40"	"RAB11FIP4"	"CADM2"	"ASF1A"	"CADM4"	"PFKM"	"CASKIN2"	"TUB"	"ATAD1"	"NRSN1"	"PPP1R7"	"PDE2A"	"NR2F1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SNAP91"
"ATP9A"	"HNRNPUL2"	"TMED10"	"CADM2"	0.302825722147949	"NLGN2"	"GNG5"	"YBX1"	"MARCKS"	"CAPZB"	"SLC44A2"	"EXOSC10"	"TMCC2"	"ARHGDIG"	"GPSM1"	"AGTRAP"	"ATAT1"	"FCGRT"	"MRPS16"	"CELF5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NLGN2"
"ALDH5A1"	"RRS1"	"PRNP"	"KIF1A"	0.28816011171783	"ATCAY"	"RRS1"	"SPATA6"	"NRAS"	"ALDH5A1"	"CELF5"	"WLS"	"MADD"	"ATP1A3"	"PWP1"	"MARCKS"	"ASF1A"	"PCGF2"	"OMG"	"EHD2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GRIPAP1"
"RPL36AL"	"DDOST"	"CADM2"	"GABRA3"	0.242556761724387	"PRPF6"	"GPX1"	"SCP2"	"GOLM1"	"PRNP"	"RGS10"	"NAP1L3"	"PLCD3"	"SF3A1"	"PPP1R7"	"CSPG5"	"SH3PXD2B"	"CAPZA1"	"CBX6"	"SCD"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATXN7L3B"
"KLC2"	"SOX2"	"CAPZB"	"CAPZB"	0.21634589329821	"ARFGAP2"	"SNAP91"	"MRPL37"	"ARHGDIG"	"ID3"	"KLHDC3"	"ARFGAP2"	"SCP2"	"CAPZA1"	"ACTN4"	"GABRA3"	"ARFGAP2"	"WLS"	"NMNAT2"	"ATAD1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PCGF2"
"YBX1"	"TMCC2"	"KIF1A"	"CD99L2"	0.207921099225154	"KDELR1"	"GAL3ST4"	"SERBP1"	"EPB41L1"	"YBX1"	"ATP6V0A1"	"APC2"	"OLFML3"	"NAP1L5"	"RGS10"	"ECSIT"	"MAGEE1"	"ATP6V0A1"	"KIF3C"	"ETHE1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TPPP"
"TRAF7"	"DGCR2"	"RPL36AL"	"SNAP91"	0.123106060606061	"CDC42"	"CNPY4"	"WLS"	"PHYHIPL"	"ATP1A3"	"DNER"	"MAPRE3"	"PDE2A"	"PPP1R9B"	"FERMT3"	"RGS10"	"DUSP26"	"EXOSC10"	"MFSD10"	"INA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"EXOSC10"
"PHYHIPL"	"ATP6V0A1"	"ATP9A"	"ALDH5A1"	0.0856	"MOB1A"	"ANGPTL2"	"RPF1"	"BLCAP"	"TMED10"	"MAP4"	"TCEAL2"	"ARMCX1"	"LGI3"	"RCC1"	"HEY1"	"AK2"	"GNAO1"	"TRAF7"	"NFKBIL1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BEX4"
"CDC42"	"PFN1"	"SNAP91"	"ID3"	0.0784444444444445	"RRS1"	"MARCKS"	"GNG5"	"CAPZB"	"HEY2"	"SULF2"	"PFKM"	"ANGPTL2"	"TCEAL2"	"TRIP6"	"ATL3"	"CELF5"	"UBL7"	"NLGN3"	"AK2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SPOCK1"
"RTN1"	"TXN2"	"ID3"	"HEY2"	0.0686186182763138	"HES6"	"YBX1"	"ABCD3"	"EIF3I"	"GABRA3"	"NRSN1"	"HNRNPUL2"	"PNRC2"	"ATAT1"	"STK40"	"KIF3C"	"MADD"	"AGTRAP"	"DPP6"	"RUNDC3A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MARCKS"
"GPX1"	"ALDH5A1"	"HEY2"	"ATP9A"	0.0685604444444445	"TCF25"	"RND2"	"CNN3"	"VASP"	"ATP9A"	"NAP1L3"	"ZFP36L1"	"MLLT6"	"CADM2"	"PES1"	"BRINP1"	"KCNN1"	"RPN2"	"APOE"	"RPN2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CAPZB"
"ACTN4"	"RPF1"	"ALDH5A1"	"RPL36AL"	0.0631403104047909	"CBX4"	"CNPPD1"	"CAPZA1"	"ANXA5"	"GOLM1"	"MARCKS"	"HNRNPH2"	"HEY1"	"TPPP"	"CAPZB"	"EHD2"	"SLC6A1"	"ECSIT"	"WLS"	"PCBP4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ATAD1"
"SOX2"	"DCAKD"	"SLC44A2"	"YBX1"	0.0587839906263461	"TTLL12"	"TOM1L2"	"OLFML3"	"RTN3"	"RPL36AL"	"LGI3"	"HEY1"	"EIF3I"	"SCD"	"ABCD3"	"HNRNPH2"	"CYB5D2"	"ARID5A"	"ABCD3"	"PNRC2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ANTXR1"
"CALN1"	"CCSER2"	"EHD3"	"EHD3"	0.0504311427995024	"PODXL2"	"LAMB2"	"NRAS"	"RTN1"	"SLC44A2"	"RTN3"	"PRNP"	"SNAP91"	"ZFAND3"	"CALN1"	"GPSM1"	"SAMD8"	"SERBP1"	"ZBTB18"	"SNAP91"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADAM22"
