"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"HEY1"	"HADHA"	"CTNND2"	"APBB1"	0.496732642921165	"PNRC2"	"CCSER2"	"PNRC2"	"PATZ1"	"GNAO1"	"CDC42BPB"	"OMG"	"HMGN2"	"PRMT6"	"TFCP2"	"DSCAML1"	"ZBTB47"	"KIF1A"	"TCF12"	"CADM4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"YBX1"
"MUL1"	"NALCN"	"APBB1"	"CTNND2"	0.473484848484849	"SCP2"	"DAP"	"HMGN2"	"APBB1"	"NLGN2"	"RTN1"	"HINT3"	"GNG5"	"ETHE1"	"FLII"	"STOX1"	"FOXRED2"	"SF3A1"	"MFSD10"	"MRC2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ZBTB47"
"GNAO1"	"LAMB2"	"HEY1"	"PRPF6"	0.44334616327013	"MOB1A"	"PFN1"	"KPNA6"	"SLC2A4RG"	"TAB1"	"ZBTB18"	"TTLL12"	"TCF25"	"HADHA"	"KDELR1"	"TMX2"	"STOX1"	"GNAZ"	"RERE"	"UBXN1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"USP54"
"HADHA"	"PRPF6"	"GNAO1"	"GNAO1"	0.427307692307692	"SLC22A17"	"HIRIP3"	"EIF3I"	"CADM2"	"NALCN"	"VASP"	"PPP1R11"	"AP2B1"	"ADCY5"	"SYNGR1"	"GNAZ"	"STX1B"	"NLGN2"	"TCEAL2"	"SLC7A5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FAM199X"
"VASP"	"CAPZA1"	"TCF12"	"MAPKAPK3"	0.404379575995957	"ATCAY"	"DCTN1"	"AK2"	"TRAF7"	"HADHA"	"NAGA"	"RRAS"	"MAPRE3"	"CDC42BPB"	"TRAF7"	"ADCY5"	"CADM2"	"HSD17B14"	"GPR173"	"ANXA5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SF3A1"
"TAB1"	"DCTN1"	"MUL1"	"SLC7A5"	0.388888888888889	"RXRB"	"MRC2"	"YBX1"	"ALDH2"	"APBB1"	"SART1"	"PNRC2"	"CMTM6"	"EBF4"	"ATAT1"	"CADM4"	"POMGNT2"	"VAX2"	"PRPF6"	"VASP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TOM1L2"
"TMED10"	"ALDH2"	"TAB1"	"DCTN1"	0.3793359375	"RRS1"	"EIF3I"	"SCP2"	"SLC7A5"	"SLC7A5"	"CBX4"	"CADM4"	"BRSK2"	"SDF4"	"ANGPTL2"	"TCF25"	"RRS1"	"GRIPAP1"	"ARMCX1"	"SCP2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PCGF2"
"ADCY5"	"GLIS2"	"VASP"	"MUL1"	0.364858401355463	"SF3A2"	"PRPF6"	"MRPL37"	"KIF1A"	"VASP"	"MRPL10"	"B4GALNT4"	"SZRD1"	"DAP"	"SULF2"	"GNAO1"	"UBXN1"	"RGS10"	"GABRA3"	"SERBP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MFSD6"
"CADM2"	"DAP"	"ADCY5"	"HADHA"	0.362314923935631	"MAPT"	"GLIS2"	"LEPROT"	"ALDH5A1"	"ALDH2"	"GLIS2"	"ATXN7L3B"	"SF3A2"	"SEC63"	"TTLL12"	"TMEM43"	"HMGN2"	"DIP2C"	"RRAS"	"NUCB1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CAPZB"
"KIF1A"	"SYDE1"	"DCTN1"	"TAB1"	0.345873249708542	"SMARCB1"	"PHACTR3"	"SERBP1"	"DLG4"	"MAPKAPK3"	"CTNND2"	"CISD1"	"DIP2C"	"CALCOCO1"	"NAGA"	"ETHE1"	"PPP1R7"	"UBQLN4"	"PPP1R11"	"SYBU"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KIF1A"
"EEF2"	"TAB1"	"GABRA3"	"ALDH2"	0.308816059812121	"GTF2F1"	"HADHA"	"WLS"	"EEF2"	"ADCY5"	"BEX2"	"MARCKS"	"RHOQ"	"CALN1"	"NTM"	"RAB14"	"RTN3"	"PODXL2"	"NAP1L5"	"MAPKAPK3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"UBTF"
"CAPZB"	"SCP2"	"ALDH2"	"NALCN"	0.30243753968254	"C11orf68"	"MUL1"	"GNG5"	"YBX1"	"PATZ1"	"C11orf68"	"SART1"	"MARCKS"	"TTLL12"	"POLDIP3"	"ARID5A"	"NFKBIB"	"KDELR1"	"FAM199X"	"SLC2A4RG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SULF2"
"ATP9A"	"ALDH5A1"	"SLC7A5"	"VASP"	0.290280582910519	"CNN3"	"ANGPTL2"	"ABCD3"	"RAB11FIP4"	"CADM2"	"NAP1L5"	"TSPYL2"	"DPP6"	"GAL3ST4"	"SLC22A17"	"OMG"	"TCF25"	"DNAJC12"	"FOXRED2"	"TSPYL2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"DDOST"
"ALDH5A1"	"GTF2F1"	"HADHA"	"TMED10"	0.28816011171783	"GNAO1"	"GAL3ST4"	"CNN3"	"TAB1"	"KIF1A"	"NFKBIB"	"SYBU"	"TRIP6"	"HSD17B14"	"MRPS16"	"LRRN1"	"HSD17B14"	"TSPO"	"TMED10"	"CADM2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NLGN2"
"DSCAML1"	"ADCY5"	"NALCN"	"PATZ1"	0.236820808875414	"TCEAL2"	"RHOQ"	"PRMT6"	"MARCKS"	"EEF2"	"ID4"	"ZBTB18"	"GTF2F1"	"HMGN2P15"	"SLC4A2"	"UBTF"	"RHOQ"	"HNRNPUL2"	"CAPZA1"	"SMARCB1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ALDH2"
"LCAT"	"SLC39A1"	"TMED10"	"ADCY5"	0.224555789182853	"TAB1"	"LAMB2"	"CAPZA1"	"MUL1"	"SNAP91"	"CNN3"	"NALCN"	"FAM199X"	"SCAMP5"	"THRA"	"CRISPLD1"	"ATP6V0A1"	"BEX2"	"NLGN2"	"ETHE1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"DIP2C"
"RPL36AL"	"DNAJC12"	"NCAM1"	"DLG4"	0.220300179741984	"SZRD1"	"SNAP91"	"OLFML3"	"RGS19"	"CTNND2"	"B4GALNT4"	"TWF2"	"VASP"	"USP54"	"GNAO1"	"CADM2"	"RTN1"	"TUB"	"PFKM"	"WASF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"UBQLN4"
"YBX1"	"DCAKD"	"CADM2"	"NCAM1"	0.207921099225154	"PRPF6"	"GPX1"	"NRAS"	"PHYHIPL"	"ALDH5A1"	"MOB1A"	"AGTRAP"	"HEY1"	"UBQLN4"	"FAM199X"	"GPR173"	"GNAO1"	"CADM4"	"PLXDC2"	"ATAD1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SMARCB1"
"TRAF7"	"RHOQ"	"DSCAML1"	"CADM2"	0.119047619047619	"THRA"	"CNPY4"	"SLC39A1"	"IMPDH2"	"SYNGAP1"	"MRPS16"	"TOM1L2"	"SULF2"	"RRAS"	"ADCY5"	"PTPN23"	"HEY1"	"DLG4"	"MADD"	"TSPO"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PATZ1"
"DAP"	"SMARCB1"	"CAPZB"	"GABRA3"	0.100397164339567	"MRPL10"	"YBX1"	"UBQLN4"	"EIF3I"	"CAPZB"	"RND2"	"UBQLN4"	"LINC01351"	"SLC4A2"	"TNK2"	"TSPYL4"	"NRAS"	"IMPDH2"	"PRMT6"	"GRIPAP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PFN1"
