"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"HEY1"	"CAPZA1"	"MAPKAPK3"	"PRPF6"	0.500954166798682	"SPATS2L"	"LSM10"	"MUL1"	"KIF5C"	"RPA2"	"DDX42"	"TSPO"	"AK2"	"TRAF7"	"C11orf68"	"AKR7A2"	"MAST1"	"PHC2"	"ZC3H7B"	"GRIPAP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RPA2"
"MAPKAPK3"	"CCSER2"	"PSMB2"	"GNG5"	0.462186616188465	"DUSP26"	"CCSER2"	"DDOST"	"TRAF7"	"HEY1"	"CAPZA1"	"TNK2"	"PPP1R8"	"DAP"	"AKR7A2"	"NAP1L5"	"GNG5"	"AGTRAP"	"TRIP6"	"GLIS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FAM13C"
"KIF13A"	"HADHA"	"KIF13A"	"GNAO1"	0.441100823045268	"TTLL12"	"ARFGEF3"	"CDC42"	"HADHA"	"MUL1"	"DNAJC12"	"ASRGL1"	"NTM"	"MRPS15"	"FAM13C"	"GPX1"	"HEY1"	"MAGOH"	"SERINC1"	"MAP4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CCSER2"
"HADHA"	"YBX1"	"APBB1"	"DCTN1"	0.414358974358974	"LAPTM4A"	"SZRD1"	"SH3BGRL3"	"SOX2"	"APBB1"	"SYNGR1"	"NCAM2"	"BRINP1"	"TMED10"	"PAFAH1B1"	"ZBTB18"	"CCT4"	"CSF1R"	"TMEM151B"	"CCSER2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RERE"
"MUL1"	"SYDE1"	"HEY1"	"APBB1"	0.386904761904762	"HNRNPUL2"	"FHL3"	"HMGN2"	"MUL1"	"GNAO1"	"PHYHIPL"	"MAGEE1"	"ASRGL1"	"BRINP1"	"CCT4"	"TSPYL4"	"NCAM2"	"EBF4"	"SYBU"	"DCTN1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CDC42BPB"
"TMED10"	"CADM4"	"GNAO1"	"SOX2"	0.3735	"HES6"	"NCAM2"	"PPP1R8"	"SNAP91"	"HLF"	"VASP"	"MAD2L2"	"NCAM1"	"POLR2I"	"FAM168A"	"CYFIP2"	"SNX7"	"GNAZ"	"VAT1"	"PLIN3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PPT1"
"KIF1A"	"DCTN1"	"MUL1"	"MAPKAPK3"	0.366688044504146	"TNK2"	"DZIP3"	"RPA2"	"MAPKAPK2"	"HADHA"	"DZIP3"	"DNAJC12"	"NUP62"	"MOB1A"	"PWP1"	"LAMTOR2"	"RGS19"	"RCOR2"	"MAGEH1"	"SLC2A4RG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SPOCK1"
"VASP"	"AK2"	"TNKS2"	"CSF1R"	0.356805508231727	"PCGF2"	"REEP4"	"RCC1"	"HEY1"	"SOX2"	"SRM"	"DZIP3"	"FAM168B"	"CMTM3"	"FERMT3"	"RAB11FIP4"	"TSPYL2"	"PODXL2"	"NRAS"	"PRPF6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"DDX42"
"TNKS2"	"C11orf68"	"VASP"	"KIF13A"	0.347222222222222	"GPSM1"	"GNG5"	"PEF1"	"KIF1A"	"LAMTOR2"	"TPPP"	"PCDH1"	"TMED10"	"RGS19"	"MAPKAPK3"	"EHD3"	"POLR2I"	"REEP4"	"VASP"	"TNKS2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RPF1"
"GNAO1"	"NCAM2"	"ADCY5"	"HLF"	0.336009723741572	"KDELR1"	"DCTN1"	"EIF3I"	"YBX1"	"VASP"	"KLHDC3"	"OMG"	"GPR158"	"FERMT3"	"MUL1"	"LGI3"	"NFKBIL1"	"ASF1A"	"CNPY4"	"OLFML3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KIF1A"
"ADCY5"	"MUL1"	"DCTN1"	"MUL1"	0.319975026585545	"PRPF6"	"LAPTM4A"	"TMEM54"	"ALDH5A1"	"KIF3A"	"KIF1A"	"GABRA3"	"FHL3"	"CD99"	"FAM168B"	"GPR158"	"RPA2"	"CNTFR"	"UNC5A"	"KCNN2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"HMGN2"
"ATP9A"	"DCAKD"	"GABRA3"	"TNKS2"	0.296345726285229	"TXNDC12"	"MUL1"	"AK2"	"PPP2R2C"	"ADCY5"	"MUL1"	"TTLL12"	"KLHDC3"	"PPP1R8"	"DCAKD"	"TCF25"	"ASF1A"	"NTM"	"ATP6V1G2"	"TRAF7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SORBS1"
"ALDH5A1"	"HNRNPUL2"	"HLF"	"HADHA"	0.28816011171783	"CASKIN2"	"YBX1"	"PHC2"	"NRAS"	"MAPKAPK3"	"MARCKS"	"MRPL37"	"SYNGR1"	"CD99L2"	"GABRA3"	"NFKBIL1"	"CAPZA1"	"PFN1"	"LDOC1"	"RER1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TPPP"
"CD99L2"	"RHOA"	"SOX2"	"VASP"	0.27536231884058	"PODXL2"	"ADPRHL2"	"PSMB2"	"RAB11FIP4"	"KIF1A"	"ADCY5"	"TSPYL2"	"SCAMP5"	"TMEM54"	"APBB1"	"BEX4"	"MFSD6"	"SDF4"	"EHD3"	"ASRGL1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MFSD6"
"AGPAT2"	"DNAJC12"	"HADHA"	"TMED10"	0.263888888888889	"RCOR2"	"KIF5C"	"ADPRHL2"	"NCAM1"	"SNAP91"	"LSM10"	"TWF2"	"NAGA"	"ATP9A"	"LANCL1"	"EHD2"	"RCOR2"	"PLEKHO2"	"BRINP1"	"APOE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SLC25A5"
"LCAT"	"GLIS2"	"AGPAT2"	"KIF3A"	0.226386407029453	"C11orf68"	"NFKBIL1"	"LSM10"	"MARCKS"	"AKR1A1"	"HEY1"	"MAPKAPK3"	"FOXRED2"	"HES6"	"JPH3"	"PCGF2"	"GDAP1"	"TMEM147"	"PFN1"	"TM7SF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MAP4"
"YBX1"	"ADPRHL2"	"CD99L2"	"ADCY5"	0.207921099225154	"ALDH5A1"	"CASKIN2"	"MRPS15"	"EIF3I"	"KIF13A"	"SUCLG2"	"VAT1"	"PTGES3P1"	"GPR158"	"LGI3"	"TUB"	"SOX2"	"HNRNPH2"	"TSPYL2"	"TWF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"DCTN1"
"TRAF7"	"ADCY5"	"CSF1R"	"NCAM1"	0.121913580246914	"ABCD3"	"RHOA"	"FHL3"	"GRIA2"	"ALDH5A1"	"LRRTM3"	"AP2B1"	"CTIF"	"RUNDC3A"	"EPB41L1"	"TXNDC12"	"KIF5C"	"RUNDC3A"	"NAP1L2"	"UNC5A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ZC3H7B"
"DAP"	"RHOQ"	"TMED10"	"AKR1A1"	0.100122238402399	"MRPS15"	"TMEM109"	"NDUFS5"	"ARFGEF3"	"YBX1"	"FERMT3"	"PPT1"	"ATP9A"	"NFKBIL1"	"ABCD3"	"SASH1"	"CNPY4"	"CASKIN2"	"SRM"	"STOX1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RHOQ"
"PHYHIPL"	"EIF3I"	"NCAM1"	"KIF1A"	0.0856	"IRAK1"	"PSMB2"	"HPCAL4"	"VASP"	"AGPAT2"	"LANCL1"	"CDC42BPB"	"SPTBN2"	"MAP4"	"YBX1"	"ASF1A"	"PQBP1"	"NUCB1"	"HPCAL4"	"LANCL1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CCT4"
