"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"SLC34A2"	"SLC5A3"	"MYEOV"	"MYEOV"	0.000874999999999959	"H3C1"	"AC114803.1"	"PTPRN"	"ANGPT2"	"MYEOV"	"FIRRE"	"TMEM213"	"SLC9A4"	"SCUBE3"	"LINC01587"	"TMC4"	"CDH13"	"ADRB1"	"KLF7.IT1"	"LINC02384"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADGRF1"
"AOC1"	"TMEM155"	"ENTPD3"	"ENTPD3"	0	"SLC6A3"	"AL365181.2"	"ARSF"	"FBXO2"	"ENTPD3"	"SNORA74A"	"PLA2G2D"	"PLA2G5"	"AC007342.5"	"TRBV3.1"	"NRARP"	"TRBV3.1"	"AC107021.1"	"SCN2A"	"AC110749.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TMEM91"
"HECW1"	"APLN"	"MMP7"	"MMP7"	0	"RNU5B.1"	"EGLN3"	"TRPM5"	"SLC34A2"	"ANGPT2"	"LINC01614"	"DAO"	"PTH1R"	"MT.TP"	"WSCD2"	"AC019197.1"	"MMP7"	"AL096799.1"	"SCD5"	"AL606970.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PRRG2"
"SLC4A1"	"ANO2"	"ANGPT2"	"ANGPT2"	0	"AL161773.1"	"HSD11B2"	"RPS6KA6"	"FABP7"	"FABP7"	"C3orf67"	"AC114803.1"	"SOX11"	"LINC02384"	"CGNL1"	"SNORA74A"	"ARMH4"	"FOXF1"	"Z98751.2"	"ADORA1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ENPP3"
"IYD"	"PLA2G4F"	"TGFBI"	"TGFBI"	0	"LRRTM2"	"APLN"	"WSCD2"	"EGLN3"	"MMP7"	"RNY1"	"CCDC141"	"TRPM5"	"MUC13"	"AL109615.1"	"CHSY3"	"FUT6"	"TMPRSS6"	"NIPA2P1"	"AC136601.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC010655.2"
"SYT7"	"AC114803.1"	"RPS6KA6"	"RPS6KA6"	0	"RNU1.14P"	"PLVAP"	"FAP"	"HSPB7"	"RPS6KA6"	"PHYHIPL"	"AL365181.2"	"ENPP3"	"GJB1"	"SLC30A2"	"DAO"	"IYD"	"LINC01235"	"FAXC"	"RNU6.35P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FABP7"
"INSRR"	"AP005131.4"	"FABP7"	"FABP7"	0	"OXGR1"	"LINC01077"	"SEMA5B"	"APLN"	"EGLN3"	"PLVAP"	"SCUBE3"	"CTHRC1"	"LINC01322"	"ACAN"	"IL21R"	"TRBV2"	"ADAM18"	"ODAM"	"AL161773.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FABP6"
"ADRB1"	"C5orf46"	"ADRB1"	"ADRB1"	0	"MIR3609"	"FABP7"	"LINC01587"	"SLC6A3"	"HSPB7"	"SVEP1"	"SNAP25"	"SNORA12"	"GAD1"	"CLVS2"	"GZMH"	"KCNH6"	"TCL6"	"AC148476.1"	"ADAMTS4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC114803.1"
"CP"	"HSD11B2"	"HSPB7"	"HSPB7"	0	"RNU5A.1"	"NPTX2"	"NKAIN1"	"FASLG"	"TGFBI"	"NPY"	"NFASC"	"AL365181.3"	"SCNN1B"	"NFASC"	"SCN4B"	"MUC12"	"SCNN1A"	"CLCNKA"	"MTND1P23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GABRA2"
"ANO2"	"AL391845.2"	"EGLN3"	"EGLN3"	0	"AC138409.1"	"AC010655.2"	"ANGPT2"	"MMP7"	"ADRB1"	"GAD1"	"GNLY"	"RHBG"	"MME"	"TMC4"	"ADAMTS4"	"AC093904.4"	"ADAMTS4"	"AC068299.2"	"PPDPFL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"OSTM1.AS1"
"PTPRN"	"AC068299.2"	"FASLG"	"FASLG"	0	"NDUFB4P2"	"GPR4"	"IL2RB"	"HILPDA"	"SLC6A3"	"SCG3"	"Z99289.2"	"AL109615.1"	"ADORA1"	"FAM163A"	"SYT12"	"GDF6"	"PNMA2"	"GPR4"	"NPY"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PCSK6"
"ARSF"	"SYT14"	"SLC6A3"	"SLC6A3"	0	"PCSK6"	"ANGPT2"	"MLC1"	"NPTX2"	"HILPDA"	"ADAMTS4"	"MYEOV"	"CYS1"	"CLNK"	"RNU5A.1"	"AL355376.2"	"GSN.AS1"	"ALDOC"	"AL391845.2"	"H3C1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SOX11"
"TRPM5"	"CSPG4"	"IL13RA2"	"IL13RA2"	0	"CA9"	"OLFML2A"	"GZMH"	"KISS1R"	"APLN"	"CXCL11"	"CYS1"	"AL109615.2"	"KCNMA1.AS1"	"SLC9A4"	"CTHRC1"	"LRRTM2"	"ARSF"	"AC138409.1"	"RNU5A.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"EGLN3"
"RPS6KA6"	"KCNJ13"	"KISS1R"	"KISS1R"	0	"AOC1"	"ARMH4"	"FOXF1"	"RPS6KA6"	"NPTX2"	"SYT12"	"AL592431.1"	"SEMA5A.AS1"	"SCG3"	"LINC01929"	"CKMT1B"	"SCG3"	"SERPINE2"	"AC011389.1"	"ANO2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"IYD"
"WSCD2"	"SCNN1B"	"HILPDA"	"HILPDA"	0	"SNORA12"	"CKMT1A"	"IL21R"	"RGS5"	"FASLG"	"LOXL2"	"PRRG2"	"AC008957.3"	"AC114803.1"	"FAM83B"	"SLC6A20"	"C5orf46"	"C3orf70"	"SCG3"	"OSTM1.AS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TMEM213"
"FAP"	"CKMT1A"	"MUC13"	"MUC13"	0	"AC138951.1"	"ENPP3"	"SCG3"	"SLC4A1"	"KISS1R"	"TCL6"	"ARSF"	"NFASC"	"PPDPFL"	"APOLD1"	"ADRB1"	"FIRRE"	"CCNO"	"NPY"	"FIRRE"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CDCA2"
"SEMA5B"	"SERPINE2"	"GJB1"	"GJB1"	0	"KCNQ1OT1"	"RGS5"	"ESRP1"	"INSRR"	"HSD11B2"	"KBTBD12"	"AC019197.1"	"SLC30A2"	"KLHDC8A"	"ABHD11.AS1"	"TMEM91"	"TRAV9.2"	"MTND1P23"	"FBXO2"	"NDNF"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC011352.3"
"LINC01587"	"NPTX2"	"CXCL5"	"CXCL5"	0	"AC011389.1"	"UNC5B"	"NEFM"	"ST8SIA4"	"ENPP3"	"FCGR3A"	"SEZ6L2"	"ENTPD3"	"FOXI2"	"CLNK"	"H2BC4"	"RHBG"	"PROM2"	"MAPK4"	"IYD"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AL391845.2"
"NKAIN1"	"GABRA2"	"APLN"	"APLN"	0	"MTND1P23"	"PNCK"	"TUBB4A"	"HSD11B2"	"RGS5"	"C3orf70"	"NIPA2P1"	"AC093904.4"	"CLVS2"	"ZNF385A"	"OXGR1"	"LHFPL3.AS2"	"IYD"	"LINC01077"	"GZMH"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FAM83B"
"MLC1"	"KIF6"	"ANGPTL3"	"ANGPTL3"	0	"RNY1"	"C3orf70"	"NKG7"	"TGFBI"	"SLC4A1"	"LHX9"	"SCN2A"	"ANGPTL3"	"SCN2A"	"SCUBE3"	"GAD1"	"LINC01614"	"AL391845.2"	"AL109615.1"	"GJB1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MAPK4"
