"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"NME2P1"	"OMD"	"HSPB3"	"HSPB3"	0	"HSPB6"	"GPM6A"	"GNG5P2"	"CPEB1"	"OGN"	"CRIP1P4"	"AC080097.1"	"RPL37P23"	"AC012442.1"	"AC133134.1"	"CALM2P1"	"MT.TI"	"HSPB3"	"AL109741.2"	"MIR570"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"HMGN1P37"
"NECAB1"	"MIR205HG"	"AOC1"	"AOC1"	0	"GPM6A"	"CPEB1"	"FXYD6"	"HSPB3"	"CPEB1"	"AC005000.1"	"AL139351.1"	"AC114491.1"	"MT1H"	"AC005165.2"	"TIMM8BP2"	"AC009716.2"	"MT2P1"	"MIR4457"	"MICOS10P2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC138409.1"
"ARHGAP40"	"MTND4P12"	"CPEB1"	"CPEB1"	0	"TCEAL2"	"AL139351.1"	"PADI3"	"NME2P1"	"HSPB3"	"MT.TL2"	"SCARNA10"	"RPL37AP8"	"AC046174.1"	"COX6A1P2"	"PADI3"	"KIF1A"	"SCARNA10"	"HNRNPA3P12"	"AC015911.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MTFR2"
"OMD"	"AC103702.2"	"OGN"	"OGN"	0	"OMD"	"NMU"	"MTFR2"	"MNX1"	"AOC1"	"DNAJC19P9"	"AC007431.1"	"AC046143.2"	"FTH1P15"	"MIR592"	"HMGN1P37"	"AC093809.1"	"AL162424.1"	"RNA5SP225"	"TIMM8BP2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CPEB1"
"MNX1"	"NECAB1"	"NME2P1"	"NME2P1"	0	"HOXB9"	"AL359881.1"	"CDKN2A"	"AOC1"	"NME2P1"	"FTH1P15"	"AP000894.4"	"MT.ND6"	"RPS27AP11"	"H2BC9"	"RN7SL4P"	"RNA5SP225"	"MICOS10P2"	"CDKN2A"	"AP000894.4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SPC25"
"FXYD6"	"KIF1A"	"HSPB6"	"HSPB6"	0	"HSPB2"	"HSPB6"	"INA"	"HSPB6"	"HSPB6"	"HNRNPA3P12"	"AC138932.2"	"RNA5SP283"	"GNG5P2"	"PSME2P6"	"AC015911.1"	"AC005165.2"	"MT.TT"	"TYRO3P"	"AL391427.3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MIR205HG"
"PADI3"	"HSPB6"	"NECAB1"	"NECAB1"	0	"ADAMTS9.AS1"	"MAB21L2"	"GPM6A"	"NECAB1"	"NECAB1"	"AC090589.1"	"SNORD99"	"AC089999.1"	"PTTG1"	"TIMM8BP2"	"AL357552.1"	"HSPB6"	"AC007351.3"	"AL356653.1"	"RNA5SP215"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RNU7.48P"
"MTFR2"	"SPC25"	"ARHGAP40"	"ARHGAP40"	0	"NMU"	"AC024619.4"	"SPC25"	"ARHGAP40"	"ARHGAP40"	"PTTG1"	"RNU4.70P"	"ADGRV1"	"MTFR2"	"AL357552.1"	"AC138932.2"	"EIF1P3"	"TYRO3P"	"MIR3682"	"INA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MTND4P12"
"INA"	"MT.ND6"	"GNG5P2"	"GNG5P2"	0	"INA"	"MT.TY"	"COL26A1"	"GNG5P2"	"GNG5P2"	"RN7SKP80"	"AC092809.4"	"AC243972.3"	"RNA5SP283"	"OGN"	"AL138785.2"	"IGHJ2"	"GPM6A"	"IGHD2.15"	"MT.TL1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADAMTS9.AS1"
"GPM6A"	"FXYD6"	"FXYD6"	"FXYD6"	0	"COL26A1"	"NECAB1"	"MT2P1"	"FXYD6"	"FXYD6"	"AC093809.1"	"SNORD104"	"AC124916.1"	"MIR570"	"AC005000.1"	"AL109741.2"	"MAB21L2"	"AOC1"	"AC007431.1"	"CRIP1P4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC007431.1"
"SPC25"	"ARHGAP40"	"PADI3"	"PADI3"	0	"MIR205HG"	"AC243972.3"	"ADGRV1"	"PADI3"	"PADI3"	"CALM2P1"	"IGHD3.10"	"SELENOKP1"	"AC114491.1"	"NECAB1"	"AOC1"	"RPS26P3"	"AC080097.1"	"AP001024.1"	"NMU"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"POU5F2"
"COL26A1"	"INA"	"MTFR2"	"MTFR2"	0	"RN7SKP80"	"MIR570"	"PTTG1"	"MTFR2"	"MTFR2"	"AL031729.1"	"AC089999.1"	"RPL38P4"	"MIR3682"	"ADGRV1"	"MT.TL1"	"ZNF460"	"RNA5SP149"	"AL391336.2"	"HNRNPA3P12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC027449.1"
"ADGRV1"	"OGN"	"INA"	"INA"	0	"KIF1A"	"AP000894.4"	"HSPB3"	"INA"	"INA"	"GPRASP1"	"RPS26P3"	"IGHD2.15"	"RNA5SP149"	"COL26A1"	"AC027449.1"	"ARHGAP40"	"MT1H"	"AC103691.1"	"RNU4.70P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC243972.3"
"HSPB2"	"HSPB2"	"GPM6A"	"GPM6A"	0	"MNX1"	"FXYD6"	"HSPB2"	"GPM6A"	"GPM6A"	"TIMM8BP2"	"MT.TM"	"AC074085.2"	"RNA5SP215"	"AL355309.1"	"RNU6.424P"	"AC104335.1"	"AC046174.1"	"AL391427.3"	"AC103691.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RN7SKP80"
"MAB21L2"	"NMU"	"SPC25"	"SPC25"	0	"AL139351.1"	"AC092881.1"	"HOXB9"	"SPC25"	"SPC25"	"AL355309.1"	"RPL37P23"	"AL359881.1"	"TIMM8BP2"	"AC046174.1"	"ZNF460"	"RNA5SP141"	"AC007431.1"	"PTMAP10"	"AC092809.4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"INA"
"TCEAL2"	"MIR570"	"MT2P1"	"MT2P1"	0	"AC103702.2"	"HNRNPA3P12"	"RPL37AP8"	"MT2P1"	"MT2P1"	"MTND4P12"	"AOC1"	"AC103691.1"	"RN7SL4P"	"MTND1P23"	"KIF1A"	"MTFR2"	"PTTG1"	"AC124916.1"	"AC138951.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GPRASP1"
"ZNF460"	"HOXB9"	"HSPB2"	"HSPB2"	0	"MT1H"	"MT.TC"	"ATP5F1EP2"	"HSPB2"	"HSPB2"	"DANT2"	"COX6A1P2"	"GPRASP1"	"OMD"	"MT.TC"	"RPL39P3"	"AC092881.1"	"AC243972.3"	"NECAB1"	"AC104335.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AL031429.2"
"GPRASP1"	"RNA5SP141"	"RPL37AP8"	"RPL37AP8"	-1000	"FXYD6"	"MIR205HG"	"MAB21L2"	"RPL37AP8"	"RPL37AP8"	"MT.TP"	"H2BC9"	"RNY3P8"	"AC005000.1"	"AC080097.1"	"AC012442.1"	"MICOS10P2"	"AL357552.1"	"AL512324.1"	"SNORD104"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SNRPEP2"
