"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"FOLR1"	"AC068987.3"	"NEURL1"	"NEURL1"	0.301598433956916	"TPX2"	"MAL2"	"TPX2"	"H2BC9"	"H2BC4"	"PPP1R14C"	"LAMP3"	"CPEB1"	"TTK"	"RASAL1"	"AC020929.1"	"LUCAT1"	"SNAP25"	"EHF"	"LINC00668"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GLDC"
"TUBA3E"	"TPX2"	"NMU"	"NMU"	0.284722222222222	"FAM13C"	"OGN"	"FMO2"	"ATP1B2"	"ZBTB16"	"H3C8"	"AC092162.2"	"MYBL2"	"UBE2C"	"FGF14.AS2"	"THBS1"	"HCG4"	"EHF"	"AL117329.1"	"KCNG1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"IGSF23"
"NMU"	"MAGEH1"	"MYH11"	"GLI1"	0.210461111111111	"LINC00526"	"FAM13C"	"SMIM24"	"ITPR1"	"PDGFRA"	"HRCT1"	"KCP"	"PALM"	"TSPAN18"	"ZNF750"	"LGALS7B"	"NACAD"	"NXPH4"	"ACTA2.AS1"	"ARHGAP40"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"HOXB9"
"AC099850.4"	"ADGRV1"	"GLI1"	"H2BC9"	0.202	"AC007541.1"	"NUF2"	"PALM"	"ACOXL"	"H2BC17"	"AL354766.2"	"AARD"	"H2BC9"	"H2BU1"	"OR2B6"	"KIF1A"	"FMO2"	"AC103702.2"	"DNM1P47"	"GPR182"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"VAX2"
"ELF5"	"LGALS7B"	"H2BC9"	"H2BC17"	0.1508	"OMD"	"DEPDC1B"	"IGF2.AS"	"PDGFRA"	"UBE2C"	"LRFN5"	"GNG8"	"ASPN"	"CPEB1"	"AC007541.1"	"FXYD6"	"GLDC"	"ROBO3"	"MIR497HG"	"INA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CDKN2A"
"NDC80"	"AC027449.1"	"H2BC17"	"MYH11"	0.097796103915638	"SPC25"	"PTTG1"	"MYBL2"	"ADGRV1"	"ATP1B2"	"AC018738.1"	"H3C10"	"ACTA2.AS1"	"HMGN2P15"	"AC110491.1"	"AC018738.1"	"PGAP4"	"CPED1"	"NXPH4"	"H2AC13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KIF1A"
"KIAA1324"	"SLC47A1P2"	"HOXB9"	"HOXB9"	0.0809949885991434	"AC020929.1"	"CPEB1"	"SRPX"	"RASAL1"	"ADGRV1"	"AC012076.1"	"S100A14"	"LAMP3"	"PPP1R14C"	"PGAP4"	"MTFR2"	"AVPR2"	"MAGEL2"	"AL354766.2"	"KCNS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CYS1"
"UBE2C"	"ELF5"	"H2BC4"	"H2BC4"	0.0777222222222222	"CENPA"	"SPC25"	"ATP8B4"	"TESMIN"	"ALK"	"GALNT17"	"AC004080.15"	"ITGA11"	"ZYG11A"	"AC080037.2"	"LRFN5"	"AL354766.2"	"ZBTB16"	"MMP1"	"C1QL4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H3C7"
"RPS6KA6"	"GPM6A"	"ROBO2"	"ROBO2"	0.0718208888888889	"HSPB6"	"ECM2"	"KLC3"	"NEURL1"	"ACOXL"	"KIAA1324"	"DMRT1"	"ASXL3"	"AC084866.1"	"AC084866.1"	"AC012076.1"	"FGF12"	"SSTR1"	"AC012603.1"	"HMGA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AQP5"
"FGF7"	"DEPDC1B"	"ATP1B2"	"ATP1B2"	0.06846	"KIF1A"	"PALM"	"CCNE1"	"KIF1A"	"TESMIN"	"IGSF23"	"MIRLET7C"	"KCNG1"	"S100A14"	"OMD"	"PLN"	"AC012076.1"	"MNX1"	"SNCA"	"B3GNT3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"IQSEC3"
"DLX4"	"IGSF23"	"PRRX1"	"PRRX1"	0.0624222222222222	"UST"	"MIR221"	"CPED1"	"KLC3"	"TUBA3E"	"OGN"	"MIR23A"	"DLX3"	"CDKN2A"	"NDC80"	"TESMIN"	"AL357507.1"	"AL117329.1"	"IGSF23"	"H2BC11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC084866.1"
"MMP1"	"UST"	"TPX2"	"TPX2"	0.0621023618039808	"TMEM132C"	"MYH11"	"OGN"	"DMRT1"	"NEURL1"	"SLC14A2"	"NDC80"	"ZYG11A"	"NEURL1"	"FGF12"	"CRABP1"	"GSN.AS1"	"SMIM24"	"TESMIN"	"ECM2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RPS6KA6"
"PTTG1"	"SLC47A1P1"	"OMD"	"OMD"	0.0586746666666667	"FGF14.AS2"	"MAGEH1"	"ASPN"	"PTTG1"	"PRRX1"	"IQSEC3"	"GALNT17"	"AC243972.3"	"H3C8"	"LINC01833"	"AC103702.2"	"H2BC7"	"NACAD"	"MT1H"	"IGF2.AS"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MIR205HG"
"TPX2"	"MIR221"	"GNG8"	"GNG8"	0.0523	"ELF5"	"HSPB6"	"ECM2"	"GLI1"	"DMRT1"	"ATP8B4"	"MOGAT1"	"MAL2"	"LINC00526"	"SMIM24"	"AC016813.1"	"AC103740.1"	"BBOX1.AS1"	"LINC02163"	"GLI1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H2BC9"
"SNCG"	"UBE2C"	"THBS1"	"THBS1"	0.0472002636054422	"NECAB1"	"NDC80"	"NEURL1"	"H2BC17"	"GNG8"	"H2AC13"	"RDH10.AS1"	"PPP1R14A"	"SRPX"	"FAM72C"	"PSAT1"	"AL162424.1"	"ABCA9"	"COL26A1"	"CENPA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"H3C12"
"PLN"	"AC103702.2"	"MNX1"	"MNX1"	0.0434111111111111	"AC027449.1"	"NMU"	"DLX4"	"H2BC4"	"HOXB9"	"PGAP4"	"H3C12"	"OGN"	"MYOCD"	"CPEB1"	"VAX2"	"ITPR1"	"DNM1P47"	"TTK"	"ZNF750"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SNORD114.3"
"KCNH2"	"FGF14.AS2"	"DMRT1"	"DMRT1"	0.0434055555555556	"DEPDC1B"	"H2BC7"	"NMU"	"GNG8"	"EHF"	"AC025154.2"	"MIR3131"	"TMEM132C"	"HCG4"	"DLX4"	"IGF2.AS"	"NEURL1"	"SNCA"	"H2BC11"	"MIR3131"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NEURL1"
"KRT7"	"TMEM132C"	"RASAL1"	"RASAL1"	0.0399772132354583	"ECM2"	"NECAB1"	"ZBTB16"	"PRRX1"	"RASAL1"	"H2BC4"	"AC147067.2"	"LINC02086"	"PLN"	"KCNG1"	"WNT7B"	"HMGA2"	"MIR186"	"AC068987.3"	"UPK1B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LINC02163"
"CPEB1"	"DLX4"	"EHF"	"EHF"	0.0388	"MAGEH1"	"MIR497HG"	"FOLR1"	"TUBA3E"	"MNX1"	"AC099850.4"	"DLX3"	"MIR4768"	"PSAT1"	"ASPN"	"ITGA11"	"NCMAP"	"AC025154.2"	"ARHGAP40"	"DUXAP9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LINC00605"
"ZYG11A"	"NECAB1"	"MYBL2"	"MYBL2"	0.0364	"MYH11"	"AC007541.1"	"GLI1"	"ALK"	"FOLR1"	"DNM1P47"	"AC061975.6"	"AC020929.1"	"IQSEC3"	"GPM6A"	"SCRG1"	"MIR497HG"	"ITGA11"	"AC012511.1"	"MIR205HG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FGF14.AS2"
