"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"NMU"	"AC006033.1"	"GLI1"	"GLI1"	0.210461111111111	"RMI2"	"CDCA8"	"SEPTIN3"	"CDKN2A"	"CDKN2A"	"MT.TT"	"B3GNT3"	"PRSS1"	"RNU4.70P"	"LINGO2"	"AP000894.4"	"SUMO2P1"	"AC138409.1"	"DMRT1"	"CPEB1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NUF2"
"ELF5"	"NUF2"	"H2BC9"	"H2BC9"	0.1508	"SLC47A1P1"	"SLC47A1P1"	"MYBL2"	"ITPR1"	"FGF18"	"MTCO2P22"	"ADAMTS9.AS1"	"AF127577.6"	"HOXB9"	"TCEAL2"	"RNA5SP211"	"HMGA2"	"RNU6.424P"	"DLX4"	"AC007878.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KIF1A"
"NDC80"	"ADGRV1"	"H2BC17"	"H2BC17"	0.097796103915638	"CDCA8"	"OGN"	"SRPX"	"LRFN1"	"UBE2C"	"MT1H"	"AL359881.1"	"SCARNA7"	"H2BC9"	"RNA5SP242"	"AC008753.1"	"GREM2"	"CPEB1"	"RPS27AP11"	"NUF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TTK"
"KIAA1324"	"FAM13C"	"HOXB9"	"ATP1B2"	0.0809949885991434	"CCNE1"	"SPC25"	"KLC3"	"ACOXL"	"LRFN1"	"GPR158"	"GDF7"	"MIR205HG"	"DMRT1"	"LINC01833"	"NAP1L2"	"AC138409.1"	"MT.TF"	"MT.TP"	"AC027449.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADH1B"
"UBE2C"	"AC103702.2"	"ATP1B2"	"HOXB9"	0.0777222222222222	"GPRASP1"	"OMD"	"CCNE1"	"FGF18"	"H2BC17"	"AC091181.1"	"KIF26B.AS1"	"PPP1R14C"	"ASPN"	"PRSS1"	"TAS2R30"	"AL357507.1"	"OMD"	"KIF1A"	"AC012442.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LINC01018"
"RPS6KA6"	"TTK"	"TPX2"	"TPX2"	0.0718208888888889	"MYBL2"	"NMU"	"OGN"	"PTTG1"	"RSPO3"	"AL009174.1"	"ADRA1B"	"CCNE1"	"SHISA9"	"AOC1"	"RNA5SP225"	"SCARNA7"	"RPS6KA6"	"AC104335.1"	"TSPAN18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AUNIP"
"DLX4"	"AC012076.1"	"OMD"	"OMD"	0.0624222222222222	"AC012076.1"	"AUNIP"	"ASPN"	"GLI1"	"ATP1B2"	"CDCA8"	"PSAT1"	"AL022323.3"	"IGHD7.27"	"AC087477.2"	"UBE2MP1"	"NMU"	"MTCO2P22"	"RNA5SP470"	"PPIAP22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SLC47A1P1"
"MMP1"	"AC068987.3"	"THBS1"	"MNX1"	0.0621023618039808	"DEPDC1B"	"ECM2"	"ECM2"	"ADRA1B"	"ACOXL"	"AC012653.2"	"SCARNA7"	"MT.TL2"	"FTLP14"	"LIN28B"	"AC106856.1"	"MIR205HG"	"AC006033.1"	"H2BC9"	"WDR17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"UBE2C"
"PTTG1"	"RPS6KA6"	"MNX1"	"THBS1"	0.0586746666666667	"RPS6KA6"	"PTTG1"	"DLX4"	"DMRT1"	"FOLR1"	"NUF2"	"MYBL2"	"AQP5"	"INA"	"PTTG1"	"AC012076.1"	"NCCRP1"	"AC016700.2"	"AC103702.2"	"NMU"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KIAA1324"
"TPX2"	"OMD"	"DMRT1"	"DMRT1"	0.0523	"HSPB2"	"CARMN"	"NMU"	"H2BC9"	"H2BC9"	"DNM1P47"	"CRABP1"	"NAP1L2"	"AC017076.1"	"RPL17P22"	"AC079416.2"	"AC106856.1"	"FOXL2NB"	"AUNIP"	"UBE2C"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"DNM1P47"
"SNCG"	"SNAP25"	"MYBL2"	"MYBL2"	0.0472002636054422	"UBE2C"	"SKA1"	"ZBTB16"	"RSPO3"	"ADGRV1"	"RPL17P22"	"SEPTIN3"	"ACOXL"	"AC093673.2"	"FAM72C"	"AC015911.1"	"OMD"	"AC080037.2"	"AC007878.1"	"AC099850.4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LAMA4.AS1"
"PLN"	"ACTL8"	"LRFN1"	"LRFN1"	0.0434111111111111	"GPM6A"	"NDC80"	"FOLR1"	"ATP1B2"	"DMRT1"	"ACTL8"	"AC092828.1"	"OTC"	"UBE2MP1"	"MYBL2"	"RPS26P3"	"CRABP1"	"AC072052.1"	"TPX2"	"OGN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SKA1"
"FGF18"	"HSPB2"	"NCCRP1"	"NCCRP1"	0.0367	"ELF5"	"FGF12"	"GLI1"	"KLC3"	"HOXB9"	"PGAP4"	"RPL35P2"	"MT1G"	"AC090116.1"	"AC007878.1"	"HOXB9"	"MMP1"	"AC079416.2"	"AC006033.1"	"RPS29P3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PTTG1"
"ZYG11A"	"DEPDC1B"	"ACOXL"	"ACOXL"	0.0364	"GPR158"	"AC012085.2"	"TTK"	"THBS1"	"THBS1"	"AC005695.1"	"SLC47A1P2"	"AC119396.1"	"RNA5SP145"	"PPIAP22"	"RNA5SP141"	"MALAT1"	"PTTG1"	"MAGI1.AS1"	"MT.TL2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LINC01833"
"HSPB3"	"SLC47A1P2"	"ADGRV1"	"ADGRV1"	0.0332	"PTTG1"	"CPEB1"	"HGD"	"ADGRV1"	"GLI1"	"AC027449.1"	"PLCE1.AS2"	"HMGN1P37"	"PPP1R14C"	"AL359881.1"	"LINGO2"	"RNA5SP225"	"AC010997.6"	"ACOXL"	"AC104335.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GPRASP1"
"GREM2"	"FGF12"	"HMGA2"	"HMGA2"	0.0296	"PLN"	"MT.ND6"	"FGF12"	"LGALS7B"	"MNX1"	"RNU2.23P"	"RNA5SP225"	"ANKRD34B"	"AC005000.1"	"AC093673.2"	"AL022323.3"	"AC119396.1"	"CRABP1"	"LINC02428"	"RNU1.88P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RNF183"
"AQP5"	"MIR205HG"	"CDKN2A"	"CDKN2A"	0.0285	"SPC25"	"AL359881.1"	"CENPA"	"KIF1A"	"KLC3"	"TPX2"	"NECAB1"	"SMIM24"	"MT.TT"	"RNA5SP283"	"PRSS2"	"IGF2BP3"	"MYBL2"	"RNU1.88P"	"ELF5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC103702.2"
"AOC1"	"CENPA"	"KIF1A"	"KIF1A"	0.0284	"NUF2"	"GPRASP1"	"VAX2"	"COL26A1"	"NCCRP1"	"RSPO3"	"AC008753.1"	"DNM1P47"	"RNU7.48P"	"GREM2"	"AL031777.1"	"RSPO3"	"FAM13C"	"RNU7.48P"	"KIF26B.AS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MIR497HG"
"MT.ND6"	"HSPB6"	"KLC3"	"KLC3"	0.023461111111111	"SKA1"	"RMI2"	"KIAA1324"	"MMP1"	"KIF1A"	"AC090116.1"	"DLX3"	"SNORA73B"	"RNA5SP134"	"AC012653.2"	"ELF5"	"PPP1R14C"	"AC104335.1"	"FMO2"	"SNRPEP2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"DLX4"
"MYBL2"	"GPR158"	"UBE2C"	"UBE2C"	0.0223	"MYH11"	"HSPB2"	"ACTL8"	"HMGA2"	"HMGA2"	"AC107075.1"	"ELF5"	"AL031777.1"	"MAB21L2"	"MIR4478"	"SUMO2P1"	"LINGO2"	"AC046174.1"	"DLX3"	"MIR548AQ"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ACTA2.AS1"
