"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"RXRG"	"IHH"	"METTL7B"	"LRP4"	0.0352533993036644	"KCNQ3"	"ATP2C2"	"MPPED2"	"EPHB3"	"LRP4"	"NGEF"	"UNC5B.AS1"	"GJB3"	"AC098476.1"	"LRP4"	"TIAM1"	"CLDN9"	"HNRNPA1P27"	"DOK7"	"CLDN9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FAXC"
"SYT12"	"SHROOM4"	"STRA6"	"TFF3"	0.0298798286360114	"COX4I2"	"ITGA2"	"HES2"	"ITGA2"	"HMGA2"	"C14orf180"	"SYNDIG1"	"CD164L2"	"SRARP"	"DPP4.DT"	"ASXL3"	"STRA6"	"SLC35F4"	"SH2D6"	"AL355312.4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SHROOM4"
"NECTIN4"	"WNT11"	"DPP4"	"GJB3"	0.02832643362533	"TFF3"	"AC040160.2"	"TRPM5"	"PLEKHN1"	"CLDN1"	"HCN4"	"GOLT1A"	"CFAP47"	"SLC5A7"	"CLDN9"	"ASPHD1"	"CDH3"	"EPHA10"	"TFCP2L1"	"MRO"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KRT15"
"CDH16"	"CLDN16"	"QPCT"	"HMGA2"	0.0273120651586754	"MPPED2"	"LIPH"	"TRPC5"	"GRHL3"	"GJB3"	"BRINP1"	"TFCP2L1"	"MAN1A2P1"	"MLNR"	"SSTR3"	"CD164L2"	"TUSC3"	"LINC01170"	"HPSE2"	"C1S"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SYTL5"
"LPAR5"	"CAPN6"	"SYTL5"	"ZCCHC12"	0.0243725183127465	"GOLT1A"	"KCNJ2"	"CA12"	"SHROOM4"	"LIPH"	"Z73417.1"	"ABCC3"	"TFF2"	"PDE4C"	"AC063926.1"	"HMGA2"	"FUT3"	"RGS8"	"PDGFRA"	"PROS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCNQ3"
"SLC22A31"	"HRH1"	"ABCC3"	"QPCT"	0.0226781608323304	"SHROOM4"	"WDR72"	"IPCEF1"	"CSF2"	"ESM1"	"COX4I2"	"RERGL"	"METTL7B"	"PPY"	"PAX1"	"CFAP47"	"TFF3"	"GABBR2"	"LRP1B"	"PLEKHN1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AC006305.2"
"SYTL5"	"RASD2"	"PRR15"	"CLDN1"	0.0211315328801817	"PLEKHN1"	"SLC26A7"	"WSCD2"	"DCN"	"CDH6"	"ABCC3"	"COL23A1"	"ARMC3"	"DRAXIN"	"EPHA10"	"MAN1A2P1"	"ALDH3B2"	"ESRRAP2"	"AC078842.2"	"KIAA1324"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GALE"
"MPPED2"	"IGF2"	"MLNR"	"PKHD1L1"	0.019920691094334	"ESM1"	"HRH1"	"CAPN6"	"GJB3"	"ITGA2"	"C7"	"IHH"	"CDH16"	"AP000757.1"	"SPTBN2"	"AC040160.2"	"WSCD2"	"PKHD1L1"	"AC244502.1"	"SCEL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ESM1"
"ABCC3"	"GPR142"	"RXRG"	"RXRG"	0.0178746157514218	"FAXC"	"CSF2"	"BRINP1"	"KCNQ3"	"ZCCHC12"	"RPSAP52"	"ZCCHC12"	"LINC01170"	"RERGL"	"AC002511.1"	"RADIL"	"DPP4"	"KCP"	"RNF150"	"ASPHD1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MRO"
"PRR15"	"TFF3"	"ZCCHC12"	"CRABP1"	0.0165901377368557	"WDR72"	"TFF3"	"DUSP13"	"IHH"	"CRABP1"	"AC063926.1"	"GABBR2"	"PPP1R1B"	"TMC6"	"AC022034.1"	"SYT9"	"LPAR5"	"AC011298.1"	"KRT15"	"LINC01539"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MACROD2"
"MAMLD1"	"KCNJ2"	"ESM1"	"NECTIN4"	0.0160862913138998	"GRHL3"	"UNC5B.AS1"	"WNT11"	"CDH16"	"SYT12"	"TMC6"	"LINC02082"	"GALE"	"DGKI"	"IGFBPL1"	"LPAR5"	"RGS8"	"ASXL3"	"AC011298.1"	"MAPK4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PLCD3"
"MLNR"	"IGSF1"	"GJB3"	"SYT12"	0.016	"MAMLD1"	"MPPED2"	"PHACTR3"	"NECTIN4"	"PPY"	"RERGL"	"SYT9"	"LINC02560"	"FIBCD1"	"COX4I2"	"AC004877.1"	"SYT12"	"PPP1R1B"	"AC007255.1"	"ESRRAP2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GRHL3"
"NGEF"	"DCLK3"	"AL157414.3"	"SLC22A31"	0.014837153618998	"HCN4"	"SCEL"	"SERPIND1"	"PPY"	"NECTIN4"	"PKHD1L1"	"RTL4"	"GALNTL6"	"TIMM8AP1"	"AC006305.2"	"DPP4"	"CDH16"	"SPTBN2"	"ABTB2"	"EGFEM1P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ZCCHC12"
"CDH6"	"KCNQ3"	"TFF3"	"CDH16"	0.0144597685335419	"DPP4"	"ACTBL2"	"MIOX"	"CDH6"	"PKHD1L1"	"RUNX1"	"RUNX1"	"KRT85"	"HTR1E"	"LPAR5"	"MPPED2.AS1"	"COL23A1"	"CATSPER1"	"AP000802.1"	"PDGFRA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LINC02454"
"SCEL"	"MAN1A2P1"	"RTL4"	"METTL7B"	0.0133226327549648	"ABCC3"	"TFF2"	"RASD2"	"MPZL2"	"QPCT"	"AC092954.1"	"AC006305.2"	"C14orf180"	"GOLT1A"	"KCNJ2"	"GRHL3"	"EPHA10"	"LIPH"	"FAM163A"	"UNC5B.AS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CSF2"
"ESM1"	"MFAP4"	"NGEF"	"CDH3"	0.0122786641319335	"HRH1"	"PROS1"	"BIRC7"	"HBA1"	"KCNJ2"	"KCNQ3"	"SEMA3D"	"AC098476.1"	"WNT11"	"MLNR"	"RNF150"	"TIMM8AP1"	"MIOX"	"CA12"	"WDR72"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"IPCEF1"
"KCNQ3"	"PLD5"	"PPP1R1B"	"LPAR5"	0.0124913614276309	"RASD2"	"SYTL5"	"SYNDIG1"	"SYT12"	"CDH16"	"FIBCD1"	"ITGA2"	"RPSAP52"	"RNF150"	"BAIAP3"	"IPCEF1"	"PLCD3"	"LINC01460"	"IHH"	"AL008628.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PDE4C"
"IPCEF1"	"MPZL2"	"SCEL"	"STRA6"	0.0116422477555032	"GPR142"	"DPP4"	"NOL4"	"MRO"	"REN"	"IP6K3"	"KRT15"	"PDE4C"	"QPCT"	"KIAA1324"	"ODAM"	"PHACTR3"	"PDE4C"	"AC025419.1"	"AC011298.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BMP8A"
"AL157414.3"	"COX4I2"	"HCN4"	"PPY"	0.0135049494986713	"CAPN6"	"NECTIN4"	"MLNR"	"CLDN1"	"MAMLD1"	"C1S"	"CPNE4"	"AC244502.1"	"METTL7B"	"AL355512.1"	"GJB3"	"MPPED2"	"HCN4"	"AC103957.2"	"RNU11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"IGFBPL1"
"RTL4"	"WDR72"	"KCNQ3"	"SYTL5"	0.0131328945483497	"UNC5B.AS1"	"IPCEF1"	"TUSC3"	"CDH3"	"CSF2"	"B3GNT7"	"BAIAP3"	"SLC39A12"	"PHACTR3"	"PTPRQ"	"MACROD2"	"CAPN6"	"AC078842.2"	"CLCNKB"	"HRH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PPY"
