"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"NECTIN4"	"COLEC12"	"QPCT"	"GJB3"	0.0289702162077239	"RPS29P11"	"ACTBL2"	"NGEF"	"ITGA2"	"HMGA2"	"CPNE4"	"REN"	"NECTIN4"	"RUNX1"	"CD164L2"	"IGHE"	"FOXJ1"	"RNU4ATAC"	"CFAP47"	"GABRB2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CFAP74"
"TCIM"	"MPZL2"	"SYTL5"	"HMGA2"	0.0283226121656531	"GRHL3"	"PLEKHN1"	"MPPED2"	"GJB3"	"GJB3"	"SORBS2"	"IGFBPL1"	"KRT89P"	"HOXA13"	"GPR142"	"PLCD3"	"ESPN"	"PROS1"	"ITPR1"	"SYTL5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CPNE4"
"CDH16"	"CDH8"	"GABRD"	"QPCT"	0.0273120651586754	"DCLK3"	"UNC5B.AS1"	"HES2"	"CSF2"	"CLDN1"	"PPP1R1B"	"PTPRQ"	"CSF2"	"AC006262.1"	"PWWP3B"	"BAIAP3"	"KRT89P"	"CRABP1"	"RASGRF1"	"MIOX"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GRHL3"
"SLC22A31"	"HTR1D"	"ABCC3"	"CLDN1"	0.0263228652518121	"APOD"	"LIPH"	"IPCEF1"	"CDH16"	"MMP11"	"ASPHD1"	"MACROD2"	"DPP4.DT"	"RXRG"	"ALDH3B2"	"CLDN1"	"LINC01672"	"LEMD1"	"RAP1GAP"	"SLC4A4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LNCNEF"
"LPAR5"	"AL355312.4"	"PRR15"	"RXRG"	0.0251172341500804	"CDH8"	"MPZL2"	"WSCD2"	"KCNQ3"	"LIPH"	"LINC02454"	"CDH8"	"COX4I2"	"CPNE4"	"NOL4"	"SCEL"	"RUNX1"	"C10orf55"	"EGFEM1P"	"TRABD2A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CSF2"
"SYTL5"	"NXPH4"	"MLNR"	"CRABP1"	0.0220920571020081	"DEPTOR"	"SLC26A7"	"RAP1GAP"	"GRHL3"	"NCAM1"	"ESPN"	"C14orf180"	"IGFBPL1"	"TFCP2L1"	"CYP1B1.AS1"	"LNCNEF"	"SLC4A4"	"TENM3"	"CATSPER1"	"AKR1C2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"RASD2"
"AKR1C2"	"PCAT14"	"RXRG"	"NECTIN4"	0.0202958813331549	"SYTL5"	"PROS1"	"DUSP13"	"DCN"	"SYT12"	"ITPR1"	"LINC00891"	"C14orf180"	"SIGLEC15"	"PCAT14"	"MKRN9P"	"FAXC"	"SYTL5"	"AVPR1A"	"BMP8A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LINGO2"
"ABCC3"	"HAGLR"	"ESM1"	"SYT12"	0.0211245458880439	"SCEL"	"MMP11"	"SLC4A4"	"CDH6"	"ESM1"	"AC025580.1"	"KRT15"	"PRDM16.DT"	"SYNDIG1"	"MPPED2"	"KRT15"	"DNAAF1"	"AC148477.3"	"KCNJ2"	"TMC6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ITGA2"
"MPPED2"	"CSF2"	"GJB3"	"NCAM1"	0.0203700299911987	"ITGA2"	"RUNX1"	"PHACTR3"	"RXRG"	"QPCT"	"AC006262.1"	"SIGLEC15"	"CWH43"	"MRO"	"DEPTOR"	"SYNDIG1"	"AP000802.1"	"CFAP47"	"QRFPR"	"IBSP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TDRD9"
"IL17RD"	"APOD"	"AL157414.3"	"SLC22A31"	0.0193626983944161	"FAXC"	"TFF3"	"MMP11"	"RAG2"	"CDH6"	"PRSS1"	"FER1L6"	"AKR1E2"	"SCEL"	"PRSS2"	"AC026116.1"	"AC254633.1"	"SEMA3D"	"AC103957.2"	"STRA6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CDH6"
"PRR15"	"GRHL3"	"TFF3"	"TCIM"	0.0184215165779372	"KCNJ2"	"NGEF"	"CECR2"	"PLEKHN1"	"ITGA2"	"AL355312.4"	"DMD"	"AL035425.2"	"NMU"	"GRM4"	"LINC01614"	"HTR1E"	"MUC21"	"PHACTR3"	"SRARP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NMU"
"MAMLD1"	"HOXA13"	"NGEF"	"RAP1GAP"	0.0167467255613913	"MLNR"	"ADGRV1"	"MIOX"	"LRP1B"	"PPARGC1A"	"AC134682.1"	"MPPED2"	"PTPRQ"	"SPOCD1"	"TCIM"	"PLEKHN1"	"FAM163A"	"PRSS1"	"AC134682.1"	"AL355312.4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LIPH"
"MLNR"	"AKR1C2"	"PPP1R1B"	"STRA6"	0.016	"PDGFRA"	"MAMLD1"	"RASD2"	"MMP11"	"CRABP1"	"SYNDIG1"	"AL355512.1"	"ACTBL2"	"PRSS1"	"HNRNPA1P27"	"AC000067.1"	"ITPR1"	"CFAP74"	"ADAM23"	"SYNDIG1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PLAG1"
"AL157414.3"	"KCNQ3"	"SCEL"	"PPARGC1A"	0.0173313518566281	"KRT15"	"ITPR1"	"BIRC7"	"PPARGC1A"	"NECTIN4"	"PLAG1"	"LINC02454"	"NGEF"	"PRR15"	"MIR8071.2"	"ESPN"	"PCAT14"	"PRDM16.DT"	"LINC02560"	"IGHEP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NOL4"
"NGEF"	"AC022034.1"	"KCNQ3"	"SYTL5"	0.0167871795232091	"ACTBL2"	"GJB3"	"SYNDIG1"	"SYT12"	"CDH16"	"DRAXIN"	"BMP8A"	"TMC6"	"AC011944.1"	"IQGAP3"	"HOXA13"	"TCIM"	"PAX1"	"TMC6"	"C1orf158"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ODAM"
"SCEL"	"IBSP"	"CD164L2"	"CDH3"	0.0158114762366615	"RUNX1"	"MRO"	"NOL4"	"CLDN1"	"RXRG"	"PDGFRA"	"LINC01460"	"SYT9"	"CD164L2"	"DCLK3"	"AC080038.4"	"RBM24"	"FUT3"	"AC148477.3"	"MFAP5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AL035425.2"
"CDH6"	"RNU4ATAC"	"NECTIN4"	"MMP11"	0.0150548207365683	"RASD2"	"DEPTOR"	"MLNR"	"MRO"	"MPPED2"	"C10orf55"	"LRRC15"	"AL157714.1"	"IGFBPL1"	"TBX22"	"IGFBPL1"	"RPS29P11"	"MAN1A2P1"	"ABCC3"	"DGKI"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AL355312.4"
"MRC2"	"RASD2"	"CLDN16"	"CDH16"	0.0140502954357593	"CYP1B1.AS1"	"NECTIN4"	"PDE4C"	"NECTIN4"	"CSF2"	"C1orf158"	"AL157414.3"	"AC026116.1"	"SORBS2"	"AC120498.1"	"ASXL3"	"SYT12"	"PLD5"	"RGS8"	"MPZL2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"REN"
"KCNQ3"	"AL359853.1"	"KCNJ2"	"LPAR5"	0.0134389819497271	"MPPED2"	"SYT12"	"HOXA13"	"REN"	"RAP1GAP"	"RYR1"	"AKR1E2"	"TFF3"	"NWD2"	"STRA6"	"LINC01460"	"CDH16"	"AC062015.1"	"CYP1B1.AS1"	"LINC02560"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"HNRNPA1P27"
