"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"CYP2E1"	"EPB41L4B"	"CPS1"	"CPS1"	0.243449841089207	"PROM2"	"CLDN10"	"IBSP"	"MAT1A"	"PCK1"	"APOC1P1"	"CXCL14"	"GPD1"	"ANXA3"	"EPB41L4B"	"CCND2P1"	"CES3"	"HSD17B6"	"SLC22A1"	"AP001042.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CLDN10"
"SLC10A1"	"KRTCAP3"	"SLC22A1"	"SLC22A1"	0.243455007723288	"LINP1"	"LINC01093"	"OTC"	"KRT19"	"ASS1"	"PPP2R2C"	"HP"	"GPRIN2"	"CFHR3"	"LINC01702"	"GFRA1"	"CYP4A22"	"LINC02037"	"AQP9"	"NUGGC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LRCOL1"
"TAT"	"OIT3"	"HPGD"	"PCK1"	0.239096716378274	"RAB25"	"RAB25"	"C6"	"SLC22A1"	"ANXA3"	"AFAP1.AS1"	"INHBC"	"LINC02754"	"ACSL1"	"HP"	"IGF1"	"KLK11"	"ADH4"	"FTCD"	"CLDN10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"THRSP"
"ANXA3"	"PLGLB2"	"PCK1"	"HPGD"	0.236598226662318	"PRSS22"	"GYS2"	"ABCC9"	"CEACAM6"	"CPS1"	"C3P1"	"LINC01702"	"OIT3"	"AQP9"	"LINC02754"	"TBX15"	"SEZ6L2"	"SLC22A7"	"BX842568.2"	"AC004862.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"B4GALNT2"
"CTHRC1"	"ANXA3"	"FABP1"	"FABP1"	0.234858812890134	"MMP11"	"ESRP1"	"SPP2"	"PCK1"	"CTHRC1"	"KRT19"	"C8A"	"FBP1"	"FBP1"	"FBP1"	"SDS"	"AC012379.1"	"INHBC"	"GSTA2"	"HPD"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KLK11"
"LECT2"	"LILRB5"	"ASS1"	"ASS1"	0.230156214883956	"FAM99B"	"C8A"	"ABCB11"	"CTHRC1"	"SPP1"	"AKR7A3"	"GLYATL1"	"FAM155B"	"AC021146.9"	"AL161668.4"	"BCHE"	"SDS"	"ADH1C"	"PHYHD1"	"LINC01370"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PLGLA"
"AZGP1"	"GPRIN2"	"CEACAM6"	"IGF1"	0.219834023718694	"DNASE1L3"	"SERPINA11"	"CD5L"	"TTR"	"MAT1A"	"CFHR4"	"B3GALT5"	"SLC27A5"	"SULT1B1"	"AC020978.4"	"CES5A"	"APOC1P1"	"CYP3A4"	"NEU4"	"UGT1A9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FAM99A"
"CYP3A4"	"AC048341.2"	"DBH"	"TTR"	0.219099142222869	"ASPG"	"ALDH8A1"	"PPP2R2C"	"FABP1"	"FTCD"	"CEACAM6"	"CES5A"	"MAT1A"	"ABCA8"	"SHBG"	"PGLYRP2"	"GBA3"	"BHMT"	"SEMA3E"	"AC008549.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ESRP1"
"C6"	"SHBG"	"IGF1"	"SLC10A1"	0.216522222222222	"AZGP1P1"	"HAO1"	"CAPN6"	"LPA"	"CXCL14"	"F9"	"SLC27A2"	"SHBG"	"CYP3A43"	"SEMA3E"	"CYP3A43"	"MFAP3L"	"TTC36"	"LINC01370"	"CTH"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ITGB8"
"ALDOB"	"RAB25"	"SLC10A1"	"CEACAM6"	0.217094267268115	"SLC27A5"	"SAA4"	"AFM"	"HP"	"IGF1"	"GLYAT"	"LINC01146"	"LINC01702"	"GPD1"	"APOC1P1"	"PBLD"	"UGT1A3"	"C3orf85"	"CYP2E1"	"SLC34A1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SPOCK1"
"IGFBP1"	"CTHRC1"	"TTR"	"CYP3A4"	0.213798967545732	"FXYD1"	"C8B"	"GRHL2"	"ASS1"	"AZGP1"	"ANXA3"	"SULT1B1"	"MPPED1"	"DMGDH"	"ADGRG7"	"HPGD"	"AC087164.2"	"AC018467.1"	"SLC22A10"	"AC137723.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"APOF"
"MAT1A"	"FXYD1"	"CYP3A4"	"CYP2E1"	0.213711647020338	"SLC25A47"	"LILRB5"	"SLC27A5"	"IGF1"	"DSG1"	"AC004862.1"	"CDA"	"NUGGC"	"AC087164.2"	"CYP4A11"	"ADH4"	"CYP2A7"	"CYP4F2"	"ADH1B"	"MAT1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ANXA8L1"
"SLC22A1"	"KLK11"	"CYP2E1"	"ANXA3"	0.210609624176294	"CYP2C9"	"PRSS22"	"HAL"	"GNMT"	"CYP3A4"	"NBPF13P"	"SLC34A1"	"SLC13A5"	"LINC02037"	"U91324.1"	"CYP2B7P"	"DMGDH"	"ESRP1"	"ASPDH"	"SEZ6L2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"VTCN1"
"SPOCK1"	"ASS1"	"AZGP1"	"IGFBP1"	0.209777181405896	"TTC36"	"CYP4A11"	"CEACAM6"	"MPPED1"	"SLC10A1"	"PLIN1"	"APOA5"	"CYP1A1"	"SYT7"	"PLGLA"	"LINC02037"	"BICDL2"	"SERPINA11"	"ATP8A2"	"TLDC2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ANXA3"
"ADH4"	"SEMA3E"	"CTHRC1"	"GNMT"	0.206241956585043	"ANXA3"	"DMGDH"	"FETUB"	"SLC10A1"	"FABP1"	"AZGP1P1"	"GPD1"	"C8B"	"CYP2A6"	"PRODH2"	"F9"	"TTR"	"ITGB8"	"AC012379.1"	"HAO1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CD5L"
"CXCL14"	"DBH"	"LECT2"	"CTHRC1"	0.20469552879905	"PROM1"	"CYP4A22"	"TBX15"	"MBL2"	"HP"	"LINC01831"	"NTM"	"TMEM82"	"PLG"	"HPGD"	"UGT1A1"	"ASS1P1"	"TMEM220.AS1"	"CYP1A1"	"FAM99A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AL161668.4"
"FTCD"	"HAGHL"	"ANXA3"	"DBH"	0.201351745426834	"PLGLB2"	"A1BG"	"EPB41L4B"	"OTC"	"ADH4"	"LINC01554"	"CTH"	"CXCL14"	"AC020978.4"	"AQP7P1"	"ATP8A2"	"OIT3"	"PROM2"	"ASS1"	"ADRA1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SLC25A47"
"HRG"	"PROM2"	"FTCD"	"LECT2"	0.178602683936161	"LINC01093"	"HAO2"	"MMP11"	"ADH4"	"SPOCK1"	"PON1"	"PIK3C2G"	"HPGD"	"PRG4"	"CYP4F2"	"SPP1"	"CYP3A4"	"GRHL2"	"HNF4A.AS1"	"LILRB5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"MMP11"
"ADH1B"	"CYP1A1"	"GNMT"	"OTC"	0.160145948629394	"ADGRG7"	"FTCD"	"SLC10A1"	"ALDOB"	"B3GALT5"	"SPP1"	"NUGGC"	"MMP11"	"BICDL2"	"AKR7A3"	"CYP2C9"	"TDO2"	"CAPN6"	"FAM99B"	"GCNT3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SLC22A1"
"HPGD"	"AC078909.2"	"IGFBP1"	"MAT1A"	0.149571704380857	"AL391095.3"	"DNASE1L3"	"CHRNA4"	"SPOCK1"	"LPA"	"KRTCAP3"	"LECT2"	"SLC6A13"	"LPA"	"SPP2"	"ALDH8A1"	"FABP1"	"HPX"	"FAM155B"	"ABCB11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADRA1A"
