"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"PCK1"	"IL20RA"	"KRT19"	"MPPED1"	0.293979509454392	"RAB25"	"DNASE1L3"	"OTC"	"LPA"	"PCK1"	"CDC20B"	"SPP1"	"AP001783.1"	"SLC34A2"	"IGSF3"	"PCK1"	"LINC01831"	"SIX2"	"C9"	"LINC02428"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GPRIN2"
"FABP1"	"KRTCAP3"	"CPS1"	"CPS1"	0.25149651002211	"RDH16"	"PLGLB2"	"C6"	"DBH"	"CPS1"	"RDH16"	"LINC01093"	"CYP4F2"	"LINC01093"	"FCAMR"	"TTC36"	"ANGPTL6"	"FABP1"	"ASPDH"	"NUGGC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CTHRC1"
"SLC10A1"	"SLC28A3"	"SLC22A1"	"SLC22A1"	0.244513507756867	"CYP4A11"	"TMEM220.AS1"	"ABCC9"	"FABP1"	"ASS1"	"AC008549.1"	"TDO2"	"MPPED1"	"LINC02037"	"UROC1"	"SLC1A2"	"MMP11"	"C8A"	"AC015908.3"	"MT1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KLK11"
"CYP2E1"	"APOF"	"HPGD"	"PAEP"	0.243651205722036	"PROM2"	"GYS2"	"SPP2"	"SLC22A1"	"ANXA3"	"UROC1"	"LINP1"	"GLYAT"	"AKR1D1"	"PLGLA"	"CNTFR"	"CDC20B"	"ADH4"	"PZP"	"ASS1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PRSS22"
"TAT"	"FXYD1"	"PCK1"	"PCK1"	0.23940723159435	"APLN"	"TPPP2"	"ABCB11"	"TTR"	"OR2I1P"	"ASS1"	"TTR"	"AC122713.2"	"GLYAT"	"AZGP1P1"	"ADH1A"	"SYT7"	"UGT1A1"	"SLC6A13"	"SLC25A47"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ANGPTL6"
"ANXA3"	"AC078909.2"	"PAEP"	"HPGD"	0.236842772633028	"NAT2"	"CLDN10"	"CD5L"	"CXCL14"	"DBH"	"SLC6A12"	"GBP7"	"ADGRG7"	"FTCD"	"CES5A"	"SPOCK1"	"TENM1"	"BAIAP2L2"	"LINC01485"	"B3GALT5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FAM99A"
"CTHRC1"	"CXCL14"	"CYP1A2"	"CYP1A2"	0.232901656116049	"TTC36"	"PRSS22"	"PPP2R2C"	"CEACAM6"	"SPP1"	"AC012379.1"	"GNMT"	"UGT1A1"	"SPP1"	"B3GALT5"	"PHYHD1"	"CXCL14"	"SAA1"	"MBL2"	"STRA6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ITGB8"
"LECT2"	"CLDN10"	"FABP1"	"FABP1"	0.2304165725931	"C8A"	"ANXA3"	"AFM"	"CYP1A2"	"MAT1A"	"KLK11"	"PBLD"	"LINP1"	"HNF4A.AS1"	"DNASE1L3"	"PIK3C2G"	"CYP3A4"	"APOA5"	"UGT1A3"	"SULT2A1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PLGLA"
"AZGP1"	"LILRB5"	"ASS1"	"ASS1"	0.220574205616737	"APOF"	"LILRB5"	"GRHL2"	"CTHRC1"	"CTHRC1"	"C8A"	"ADH1C"	"FXYD1"	"GCNT3"	"AGXT2"	"AC137723.1"	"C9"	"PZP"	"PROM1"	"CFHR4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ALDH8A1"
"CYP3A4"	"FAM81A"	"CEACAM6"	"IGF1"	0.219113431608001	"LINC01093"	"ASPG"	"SLC27A5"	"GNMT"	"CXCL14"	"ALPL"	"CCND2P1"	"LPA"	"ATF5"	"SLC22A7"	"CYP39A1"	"TMEM220.AS1"	"AL365181.2"	"AC020978.4"	"ALDH8A1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"B3GALT5"
"C6"	"PLGLB2"	"DBH"	"TTR"	0.216522222222222	"PRSS22"	"SERPINA11"	"HAL"	"SLC10A1"	"FTCD"	"VTCN1"	"SLC22A7"	"CYP2E1"	"SLC22A7"	"CYP2B7P"	"AP001783.1"	"ASS1"	"ADGRG7"	"SULT1E1"	"SLC1A2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ZG16"
"MAT1A"	"LINP1"	"IGF1"	"SLC10A1"	0.214126218595547	"PROM1"	"CYP4A22"	"CEACAM6"	"OTC"	"AZGP1"	"OIT3"	"TTC36"	"AC078909.2"	"C9"	"GRHL2"	"AL365181.2"	"SDS"	"TPPP2"	"CYP4F2"	"LINC01093"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"UROC1"
"SLC22A1"	"TMEM220.AS1"	"SLC10A1"	"CEACAM6"	0.211484975897725	"IL20RA"	"HAO2"	"FETUB"	"ASS1"	"FABP1"	"HNF4A.AS1"	"AL359510.2"	"APOF"	"DNMT3L"	"LRCOL1"	"AL359510.2"	"ADH1B"	"SAA4"	"TAT"	"UROC1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ANXA3"
"SPOCK1"	"GPRIN2"	"TTR"	"CYP3A4"	0.209777181405896	"CTHRC1"	"BICDL2"	"TBX15"	"MBL2"	"SLC10A1"	"F9"	"TAT"	"ALDH8A1"	"EPS8L3"	"AMD1P4"	"FABP1"	"AKR1D1"	"ADH1A"	"ESRP1"	"CYP2A7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FBP1"
"FTCD"	"CYP4A11"	"CYP3A4"	"CYP2E1"	0.206650475569646	"FITM1"	"PLGLA"	"MMP11"	"ADH4"	"NAT2"	"LRRC37A7P"	"AOX1"	"LINC01348"	"VTCN1"	"CHRNA4"	"ADH1C"	"AC137723.1"	"PRSS22"	"CDC20B"	"UCA1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BICDL2"
"ADH4"	"ESRP1"	"CYP2E1"	"ANXA3"	0.205528316596859	"CLDN10"	"GPRIN2"	"SLC10A1"	"CYP3A4"	"CYP3A4"	"PCK1"	"ABCB11"	"PZP"	"FAM83A.AS1"	"SHBG"	"C8A"	"KRT7"	"AL391095.3"	"LINC00844"	"ANXA8L1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FAM81A"
"CXCL14"	"ARID3C"	"AZGP1"	"GNMT"	0.203880008763994	"B3GALT5"	"LPA"	"CHRNA4"	"MPPED1"	"LPA"	"SULT2A1"	"SLC22A1"	"FBP1"	"TM6SF2"	"ABCA8"	"SHBG"	"FNDC5"	"DNMT3L"	"PLGLB2"	"SLC22A7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SLC25A47"
"SLCO1B3"	"CTHRC1"	"CTHRC1"	"CTHRC1"	0.193207066955416	"AZGP1P1"	"DBH"	"F9"	"IGF1"	"ADH4"	"PPP1R1A"	"KRT19"	"FADS6"	"AZGP1P1"	"LINC01702"	"MAT1A"	"AC122713.2"	"GCNT3"	"NAT2"	"SLC39A5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CYP1A2"
"PZP"	"PROM1"	"LECT2"	"DBH"	0.187734141274106	"TPPP2"	"AGXT2"	"ESRP1"	"APLN"	"FBP1"	"SULT1B1"	"FCAMR"	"CFHR4"	"DNASE1L3"	"ADH1A"	"ANGPTL6"	"SLC22A7"	"ADRA1A"	"AC112206.2"	"SYT7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"APOF"
"HRG"	"LINC02027"	"ANXA3"	"LECT2"	0.178778191308262	"CYP39A1"	"PBLD"	"SULT2A1"	"SIX2"	"DSG1"	"INHBC"	"B3GALT5"	"C5orf46"	"F9"	"PZP"	"LPA"	"NBPF13P"	"HSD17B13"	"PRSS22"	"TTR"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"EPS8L3"
