"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"ANXA3"	"RAB25"	"PCK1"	"PCK1"	0.235877689427189	"ASS1"	"C8A"	"ABCB11"	"ASS1"	"DBH"	"ANXA10"	"NAT2"	"PRSS22"	"AC008549.1"	"ADH1A"	"SIX2"	"SPP2"	"AC099508.2"	"CYP4A22"	"VTCN1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KRT19"
"CTHRC1"	"APOF"	"PAEP"	"HPGD"	0.233814995943956	"SLC25A47"	"ASS1"	"CD5L"	"GNMT"	"CPS1"	"AP006216.2"	"SLC34A2"	"MPPED1"	"SLC22A1"	"C6"	"PLGLB2"	"PLIN1"	"AC004862.1"	"SHBG"	"SDS"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"B3GALT5"
"LECT2"	"CLDN10"	"CYP1A2"	"CYP1A2"	0.229879584817989	"CYP2C8"	"DBH"	"PPP2R2C"	"CEACAM6"	"OR2I1P"	"AC087164.2"	"SLC6A13"	"OR2I1P"	"PROM1"	"CTHRC1"	"SHBG"	"AC112206.2"	"CDC20B"	"CYP2B7P"	"SLC22A7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ANGPTL6"
"AZGP1"	"SHBG"	"ASS1"	"ASS1"	0.219442162713848	"ADGRG7"	"CLDN10"	"CAPN6"	"LPA"	"SLC10A1"	"UGT2B10"	"SPOCK1"	"ASS1"	"C8A"	"CYP2B6"	"KLK11"	"GNMT"	"C5orf46"	"SIX2"	"HSD17B13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KRT7"
"CYP3A4"	"GPRIN2"	"CEACAM6"	"TTR"	0.21872206122634	"FXYD1"	"ANXA3"	"FAP"	"SLC10A1"	"MAT1A"	"LRRC37A7P"	"CYP3A4"	"ANGPTL6"	"AC137723.1"	"ZG16"	"TRPM8"	"AOX1"	"IGSF3"	"UROC1"	"APOA4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AL161668.4"
"ALDOB"	"CYP4A22"	"DBH"	"SLC10A1"	0.217907354411441	"MMP11"	"CYP4A22"	"AFM"	"CYP1A2"	"CTHRC1"	"AMD1P4"	"PON1"	"HAL"	"SLC39A5"	"CXCL14"	"GREM2"	"FAM99B"	"LINC01702"	"ANXA10"	"ANGPTL6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CDC20B"
"C6"	"CNTFR"	"SLC10A1"	"CEACAM6"	0.216522222222222	"AZGP1"	"LINC01093"	"GRHL2"	"CTHRC1"	"TTR"	"LRCOL1"	"LINC01831"	"FDCSP"	"LINC01767"	"LINC01018"	"MPPED1"	"CYP2B7P"	"SLC22A10"	"B4GALNT2"	"A1BG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AKR7A3"
"IGFBP1"	"ASS1P1"	"TTR"	"CYP3A4"	0.213823265644101	"DBH"	"A1BG"	"SLC27A5"	"OTC"	"CXCL14"	"GRHL2"	"CYP2B6"	"CDC20B"	"APOF"	"AC004862.1"	"LINC01093"	"MMP11"	"FOLH1B"	"LINC01018"	"LINC01554"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AFAP1.AS1"
"MAT1A"	"ANXA3"	"CYP3A4"	"CYP2E1"	0.213692802857828	"TTC36"	"CYP4A11"	"HAL"	"CYP2C8"	"AZGP1"	"CCDC196"	"PCK1"	"ALDOB"	"LINC02754"	"AKR7A3"	"HNF4A.AS1"	"ALPL"	"ACSM5"	"CDA"	"CYP2A6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LINC01833"
"SLC22A1"	"CXCL14"	"CYP2E1"	"ANXA3"	0.210997823635364	"CYP1A2"	"TPPP2"	"TTC39A"	"LECT2"	"CYP3A4"	"HAND2.AS1"	"CYP2A7"	"LECT2"	"LINC02362"	"PROM2"	"LINC02362"	"UGT1A4"	"CAPN6"	"KMO"	"GLT1D1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PTPN13"
"SPOCK1"	"CTHRC1"	"AZGP1"	"IGFBP1"	0.209777181405896	"LINP1"	"GPRIN2"	"CEACAM6"	"ADH4"	"NAT2"	"CCND2P1"	"LINP1"	"CYP8B1"	"LPA"	"AC122713.2"	"ABCB11"	"AC136601.2"	"AL161668.4"	"SLC1A2"	"MFAP3L"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ANXA3"
"ADH4"	"ESRP1"	"CTHRC1"	"GNMT"	0.206213410985515	"LINC01093"	"SLC25A47"	"FETUB"	"SHBG"	"ALDOB"	"APOF"	"UGT1A9"	"TRPM8"	"PPP1R1A"	"GYS2"	"ANXA8L1"	"HPGD"	"GPD1"	"AZGP1P1"	"CYP4F2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BX842568.2"
"FTCD"	"LILRB5"	"LECT2"	"CTHRC1"	0.2051365526717	"CTHRC1"	"HAND2.AS1"	"TBX15"	"MBL2"	"B3GALT5"	"FDCSP"	"CYP8B1"	"GFRA1"	"ASPDH"	"CYP4A11"	"PCK1"	"SLC22A10"	"ASS1P1"	"PAEP"	"CXCL14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TTC39A"
"CXCL14"	"ANXA8L1"	"ANXA3"	"DBH"	0.202873193905901	"C9"	"TTC36"	"MMP11"	"CYP3A4"	"FTCD"	"NEU4"	"FAP"	"TM6SF2"	"AP006285.1"	"GHR"	"PLGLA"	"MAT1A"	"CFHR4"	"PRR18"	"B3GALT5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"DBH"
"HRG"	"SLC28A3"	"FTCD"	"LECT2"	0.179809012204789	"NAT2"	"PROM2"	"SLC10A1"	"OIT3"	"ADH4"	"AGXT2"	"ASS1P1"	"CYP4A11"	"CES5A"	"SULT1E1"	"ADRA1A"	"NR1I2"	"PHYHD1"	"MBL2"	"CYP2A7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BICDL2"
"HSD17B13"	"ALDH8A1"	"GNMT"	"OTC"	0.175785994782192	"NTM"	"B3GALT5"	"CHRNA4"	"NAT2"	"LPA"	"AC021146.9"	"UGT3A1"	"DNASE1L3"	"UGT3A1"	"FETUB"	"NR1I2"	"LINC01018"	"ABCB11"	"DSG1"	"AC078909.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SLC34A2"
