"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"top.random.1"	"top.random.2"	"top.random.3"	"top.random.4"	"top.random.5"	"top.random.6"	"top.random.7"	"top.random.8"	"top.random.9"	"top.random.10"	"relief"
"PAEP"	"OIT3"	"DSG1"	"MPPED1"	0.296164554992474	"APLN"	"GYS2"	"ABCB11"	"FABP1"	"KRT19"	"GBA3"	"IBSP"	"AC112206.2"	"BICDL2"	"CYP39A1"	"AC008549.1"	"SPP2"	"BX842568.4"	"NEU4"	"PHYHD1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"APLN"
"PCK1"	"PLGLB2"	"KRT19"	"EPCAM"	0.291010019459903	"ALDH8A1"	"GLYATL1"	"CD5L"	"DBH"	"MPPED1"	"CYP4A22"	"SLC39A5"	"SLC28A3"	"LINC00844"	"AKR7A3"	"LINC01348"	"MPPED1"	"ADRA1A"	"LINC01370"	"CTHRC1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TACSTD2"
"EPCAM"	"GPRIN2"	"EPCAM"	"DSG1"	0.283239538958083	"CLDN10"	"SERPINA11"	"CAPN6"	"SLC22A1"	"DBH"	"B3GALT5"	"SPOCK1"	"CDA"	"AP001783.1"	"CYP2C9"	"CHRNA4"	"ACSM5"	"BICDL2"	"SHBG"	"RAB25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"DBH"
"FABP1"	"TLX1"	"SLC22A1"	"SLC22A1"	0.251918382912154	"SLC25A47"	"EPCAM"	"AFM"	"SLC10A1"	"SLC22A1"	"MROH2A"	"LINC01370"	"NAT2"	"LILRB5"	"SLC28A1"	"GRHL2"	"TACSTD2"	"CXCL14"	"ANGPTL6"	"AKR7A3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ANXA3"
"CYP2E1"	"CLDN10"	"HPGD"	"PAEP"	0.243699149682233	"PROM2"	"APOF"	"GRHL2"	"GNMT"	"ANXA3"	"LINC00511"	"DNASE1L3"	"TTC36"	"LINC01554"	"HOXA13"	"ALPL"	"UROC1"	"RDH16"	"CYP2B7P"	"LRRC37A7P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PRSS22"
"SLC10A1"	"CYP4A22"	"PCK1"	"PCK1"	0.243737274398909	"CTHRC1"	"GRHL2"	"SLC27A5"	"CYP2C8"	"PCK1"	"F9"	"NAT2"	"CFHR3"	"SCG2"	"ANXA8L1"	"FITM1"	"APLN"	"APLN"	"MBL2"	"ADH4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PROM2"
"TAT"	"GRHL2"	"PAEP"	"HPGD"	0.240455220448605	"NTM"	"DBH"	"CEACAM6"	"CEACAM6"	"CXCL14"	"FNDC5"	"GFRA1"	"OGDHL"	"SAA2.SAA4"	"BCHE"	"BX842568.4"	"DSG1"	"GNMT"	"FAM99B"	"AC112206.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"AL161668.4"
"ANXA3"	"APOF"	"FABP1"	"FABP1"	0.235627235308027	"DBH"	"ESRP1"	"FETUB"	"CTHRC1"	"CTHRC1"	"GJB3"	"CYP2C9"	"CXCL14"	"CYP2E1"	"CXCL14"	"GPD1"	"SLC10A1"	"PROM1"	"LPA"	"CYP2B6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BICDL2"
"CTHRC1"	"MRO"	"CEACAM6"	"SLC10A1"	0.23470065880738	"MMP11"	"LINC01093"	"ESR1"	"LPA"	"B3GALT5"	"C9"	"AC136601.2"	"CEACAM6"	"CLDN10"	"CTHRC1"	"CAPN6"	"PGLYRP2"	"PTPN13"	"PIK3C2G"	"AC020978.4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LINC01018"
"LECT2"	"ANXA8L1"	"DBH"	"CEACAM6"	0.229224408345964	"CYP4A22"	"TPPP2"	"TBX15"	"CCL14"	"CCL14"	"KRT19"	"WNT7B"	"LECT2"	"SAA4"	"AKR1D1"	"ADGRG7"	"SLCO1B3"	"UGT1A1"	"CES5A"	"ABCA8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SLC10A1"
"CCL14"	"SLC34A2"	"SLC10A1"	"CYP3A4"	0.223192666666667	"FXYD1"	"PLGLB2"	"MMP11"	"EPCAM"	"SLC10A1"	"SLC28A3"	"H19"	"BCHE"	"LINP1"	"MPPED1"	"GPRIN2"	"CCDC196"	"GBA3"	"INHBC"	"ASPG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SLC34A2"
"CYP3A4"	"APLN"	"CYP3A4"	"CYP2E1"	0.218905214853226	"B3GALT5"	"CYP4A22"	"SEC14L3"	"MPPED1"	"FABP1"	"CNTFR"	"CYP2A6"	"CES5A"	"ADH1B"	"SAA4"	"FCAMR"	"LINP1"	"UGT1A9"	"ALDH8A1"	"SLC22A10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ANXA8L1"
"C6"	"ARID3C"	"CYP2E1"	"ANXA3"	0.216522222222222	"ESRP1"	"ANXA3"	"SLC10A1"	"OTC"	"CYP3A4"	"INHBC"	"ELFN1"	"DBH"	"AC020978.4"	"SULT1E1"	"ADRA1A"	"FOLH1B"	"FNDC5"	"CYP1A1"	"PAEP"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PTPN13"
"SLC22A1"	"VTCN1"	"CTHRC1"	"GNMT"	0.210997823635364	"PRSS22"	"CXCL14"	"CHRNA4"	"WNK2"	"NAT2"	"SULT1E1"	"GPRIN2"	"HAO2"	"UCA1"	"MFAP3L"	"MATN3"	"HOXA13"	"A1BG"	"TBX15"	"AP001783.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"EPCAM"
"SPOCK1"	"C9"	"LECT2"	"CTHRC1"	0.209777181405896	"DNASE1L3"	"PLGLA"	"PAK5"	"MBL2"	"ADH4"	"HAO2"	"CEACAM6"	"AL365181.2"	"LINC02037"	"CYP2C8"	"CDC20B"	"CAPN6"	"UGT1A3"	"SAA2"	"LINC02027"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PCK1"
"ADH4"	"B3GALT5"	"ANXA3"	"DBH"	0.207583599762828	"APOF"	"TMEM82"	"F9"	"ADH4"	"DSG1"	"UGT2B10"	"INHBC"	"GFRA1"	"INHBC"	"CES5A"	"PRSS22"	"WNT7B"	"CYP1A1"	"KRT19"	"SLCO1B3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CYP8B1"
"CXCL14"	"KRTCAP3"	"GNMT"	"LECT2"	0.205448316523717	"TTC36"	"ADGRG7"	"ESRP1"	"SHBG"	"HPGD"	"LINC01018"	"PIK3C2G"	"C5orf46"	"SRD5A2"	"AL359510.2"	"FETUB"	"INHBC"	"UGT2B10"	"FOLH1B"	"GJB3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ADRA1A"
"HSD11B1"	"DBH"	"CXCL14"	"CCL14"	0.202649753788864	"LINC01093"	"PROM1"	"LILRB5"	"LECT2"	"CYP2E1"	"LINC00844"	"CYP3A4"	"COL22A1"	"ESRP1"	"FIBCD1"	"CTHRC1"	"BHMT"	"C5orf46"	"EPCAM"	"B3GALT5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SYT13"
"SLCO1B3"	"SLC22A10"	"HRG"	"OTC"	0.193812977547624	"TPPP2"	"GPRIN2"	"ITGB8"	"APLN"	"LPA"	"UGT1A9"	"KMO"	"PAEP"	"C3P1"	"PAEP"	"ADH1C"	"MMP11"	"ARID3C"	"ADORA2BP1"	"FOLH1B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NAT2"
"HRG"	"ESRP1"	"OTC"	"SPOCK1"	0.181793727065268	"ASPG"	"ADRA1A"	"HOXA13"	"CYP3A4"	"FBP1"	"ARID3C"	"FIBCD1"	"BICDL2"	"LPA"	"DNASE1L3"	"LINC01093"	"CD5L"	"MROH2A"	"HPGD"	"KMO"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LINC01093"
