"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"MMP1"	"MAMDC2"	"COL1A1"	"HOXC13"	0.869403651203682	"IQGAP3"	"CLEC3B"	"COL11A1"	"AURKB"	"HMMR"	"ADRB2"	"GPIHBP1"	"SCEL"	"NCAPG"	"LINC01705"	"CES1"	"PITX1"	"SYT13"	"ASPM"	"AL117329.1"	"SFTPA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HOXC13"	"FXYD1"	"SSTR1"	"SPP1"	0.841836734693878	"ASPM"	"CKAP2L"	"MCM10"	"COL11A1"	"WIF1"	"NCAPG"	"LHFPL3.AS2"	"ADH1A"	"AOC3"	"PBK"	"CNTD2"	"CR381670.1"	"ADRA1A"	"IQGAP3"	"HOXC13"	"LINC01705"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TFAP2A"	"ADAMTS14"	"MMP3"	"TFAP2A"	0.806602563274612	"CSMD2"	"KIF4A"	"ASPM"	"CKAP2L"	"MYBL2"	"ACTL8"	"CFD"	"AC134312.5"	"CDKN3"	"PIGR"	"DMBT1"	"IGFL2"	"GRIA1"	"C16orf89"	"C4BPA"	"TFF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ZBTB16"	"BTNL9"	"MMP1"	"AQP4"	0.805555555555556	"HJURP"	"FMO2"	"CLDN18"	"UBE2T"	"HLF"	"FAM111B"	"SLCO1A2"	"FABP4"	"KIFC1"	"AGER"	"AC093895.2"	"SFTPA1"	"EFCAB1"	"BIRC5"	"EPHA10"	"CCN4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SPP1"	"AC112721.2"	"GTSE1"	"ZBTB16"	0.802838032340095	"IL33"	"BUB1"	"PITX1"	"CENPF"	"COL11A1"	"CILP2"	"CST1"	"C7"	"ZG16B"	"EFCAB1"	"WIF1"	"FCN3"	"ANLN"	"CAV1"	"EPN3"	"PI16"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYH11"	"SCN2B"	"COMP"	"SCN7A"	0.785278665270365	"CENPF"	"IQGAP3"	"CDH19"	"RRM2"	"TPX2"	"AC112777.1"	"HJURP"	"SFTPB"	"INMT"	"CDC20"	"MMRN1"	"HOXC.AS3"	"NOS1"	"KIAA0408"	"DACT2"	"MME"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SCN7A"	"PLAC1"	"UBE2T"	"MYH11"	0.761208576998051	"TNXB"	"CAVIN2"	"HMMR"	"CDC25C"	"HOXC13"	"MIR4653"	"COL10A1"	"PITX1"	"PLPP4"	"CENPF"	"ASF1B"	"IL33"	"HOXC.AS3"	"PDK4"	"CA4"	"KIF26B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL6"	"UHRF1"	"HBB"	"IL6"	0.754872017904292	"ATP1A2"	"IL33"	"TRHDE"	"MYBL2"	"CKAP2L"	"HBA1"	"COL1A1"	"GRIA1"	"AZGP1P1"	"VEGFD"	"CCDC141"	"CAVIN2"	"GPX3"	"MME"	"FOXM1"	"AC096531.2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AQP4"	"CLEC3B"	"TFAP2A"	"HBB"	0.756762993677189	"CCN4"	"KIF14"	"PPP2R2C"	"KIF4A"	"COL10A1"	"ANKRD29"	"MYH11"	"HOXC10"	"NUF2"	"LINC01929"	"MME"	"DSCAM.AS1"	"LINC00536"	"TROAP"	"SCEL"	"VEGFD"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HBB"	"COL10A1"	"SPP1"	"AURKB"	0.74996878691208	"CAV1"	"RRM2"	"GTSE1"	"BUB1"	"CDC20"	"DACT2"	"TNNT1"	"CST4"	"AL117329.1"	"GPX3"	"PITX1"	"PKHD1L1"	"ADH1A"	"TMEM100"	"TROAP"	"LRRC15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AURKB"	"TNNT1"	"ADRB1"	"MMRN1"	0.722731847267336	"CAVIN2"	"NEK2"	"UBE2T"	"CDC20"	"RRM2"	"IGSF9"	"PITX1"	"MMP13"	"ZBTB16"	"C14orf180"	"SYT13"	"NUF2"	"AC093895.2"	"KIF2C"	"SCN2B"	"SCEL"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"UBE2T"	"CA4"	"AC007906.2"	"BMP5"	0.716540810704253	"KIF14"	"LINC01614"	"NDC80"	"UBE2C"	"MMRN1"	"HBA2"	"NXPH1"	"ARC"	"LRRC15"	"LINC00536"	"PEBP4"	"LINGO1"	"SFTPD"	"ZG16B"	"UBE2T"	"CA4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BMP5"	"CSMD2"	"AQP4"	"PLK1"	0.710331711321407	"CILP2"	"FXYD1"	"CXCL2"	"KIFC1"	"KIF26B"	"MMP13"	"DNASE1L3"	"CSMD2"	"CDK1"	"ZG16B"	"KIF4A"	"MASP1"	"APOB"	"DEPDC1"	"SFTPC"	"GJB2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PLK1"	"CST2"	"CNTNAP2"	"SLCO1A2"	0.710454575818429	"CLEC3B"	"KIF2C"	"EPYC"	"ASF1B"	"SPP1"	"CST2"	"PDK4"	"LINC01705"	"PITX1"	"FMO2"	"ECRG4"	"MELK"	"LPL"	"CRABP2"	"ADAMTS14"	"STARD13.AS"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MMRN1"	"MMP13"	"AURKB"	"UBE2T"	0.70340687065842	"ANLN"	"MAMDC2"	"SLCO1A2"	"KIF26B"	"CDC25C"	"ITIH5"	"G0S2"	"ANGPTL7"	"STARD13.AS"	"PRAME"	"DES"	"MAMDC2"	"AC044810.2"	"GPIHBP1"	"PKMYT1"	"SYNDIG1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"VEGFD"	"ASPM"	"CDC25C"	"TPX2"	0.696245989431835	"SCARA5"	"HMMR"	"NKAIN1"	"GTSE1"	"AQP4"	"INMT"	"FNDC1"	"CDCA5"	"DMBT1"	"ADRA1A"	"EPHA10"	"MEX3A"	"CSF3"	"FOXD3.AS1"	"NUF2"	"AQP4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SLCO1A2"	"SCARA5"	"TPX2"	"VEGFD"	0.691888446808108	"ECRG4"	"CLDN5"	"APOB"	"NPR1"	"KIFC1"	"NDNF"	"DACT2"	"ABCA8"	"CARMN"	"TFAP2A"	"ACTL8"	"AC112777.1"	"GPIHBP1"	"TESMIN"	"FGFBP2"	"ITIH5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
